state,county,expectancy,income
Indiana,Tipton County,77.695,40280
Indiana,Union County,77.77,33714
Indiana,Vanderburgh County,76.77,40875
Indiana,Vermillion County,75.775,34742
Indiana,Vigo County,75.91,34922
Indiana,Wabash County,77.325,39447
Indiana,Warren County,77.495,40483
Indiana,Warrick County,78.74,48593
Indiana,Washington County,75.285,35615
Indiana,Wayne County,75.99,36494
Indiana,Wells County,78.995,37823
Indiana,White County,77.85,38545
Indiana,Whitley County,78.315,39145
Iowa,Adair County,78.9,46184
Iowa,Adams County,78.57,59850
Iowa,Allamakee County,79.195,41538
Iowa,Appanoose County,77.6,35778
Iowa,Audubon County,78.9,52381
Iowa,Benton County,79.725,48422
Iowa,Black Hawk County,78.69,40273
Iowa,Boone County,77.81,46124
Iowa,Bremer County,80.83,44610
Iowa,Buchanan County,78.835,42757
Iowa,Buena Vista County,78.795,47617
Iowa,Butler County,79.88,43467
Iowa,Calhoun County,79.175,47888
Iowa,Carroll County,79.055,49914
Iowa,Cass County,79.28,44488
Iowa,Cedar County,80.535,46629
Iowa,Cerro Gordo County,78.75,56676
Iowa,Cherokee County,78.935,61661
Iowa,Chickasaw County,79.88,50531
Iowa,Clarke County,77.97,36327
Iowa,Clay County,79.23,49426
Iowa,Clayton County,79.665,46227
Iowa,Clinton County,77.62,40161
Iowa,Crawford County,78.475,40186
Iowa,Dallas County,81.115,59405
Iowa,Davis County,78.405,36029
Iowa,Decatur County,77.97,33059
Iowa,Delaware County,80.66,44894
Iowa,Des Moines County,78.24,48760
Iowa,Dickinson County,80.97,54156
Iowa,Dubuque County,79.5,43997
Iowa,Emmet County,78.755,44457
Iowa,Fayette County,78.93,40294
Iowa,Floyd County,79.445,42748
Iowa,Franklin County,79.375,51495
Iowa,Fremont County,77.965,45925
Iowa,Greene County,79.24,49533
Iowa,Grundy County,79.62,48180
Iowa,Guthrie County,79.24,53340
Iowa,Hamilton County,79.73,55316
Iowa,Hancock County,79.375,54069
Iowa,Hardin County,78.685,48245
Iowa,Harrison County,77.035,41425
Iowa,Henry County,79.19,37705
Iowa,Howard County,80.12,45956
Iowa,Humboldt County,79.32,47547
Iowa,Ida County,77.63,48232
Iowa,Iowa County,79.965,50955
Iowa,Jackson County,78.7,41123
Iowa,Jasper County,78.46,39044
Iowa,Jefferson County,78.79,40079
Iowa,Johnson County,80.88,46933
Iowa,Jones County,79.88,40524
Iowa,Keokuk County,79.965,44374
Iowa,Kossuth County,80.16,53198
Iowa,Lee County,77.25,39570
Iowa,Linn County,80.13,48003
Iowa,Louisa County,79.22,37021
Iowa,Lucas County,77.6,39618
Iowa,Lyon County,79.205,57116
Iowa,Madison County,78.53,44301
Iowa,Mahaska County,78.75,38653
Iowa,Marion County,78.91,41716
Iowa,Marshall County,77.4,39478
Iowa,Mills County,77.6,49265
Iowa,Mitchell County,80.12,47161
Iowa,Monona County,77.63,43315
Iowa,Monroe County,78.405,38444
Iowa,Montgomery County,77.965,41304
Iowa,Muscatine County,78.74,43264
Iowa,OBrien County,78.935,55180
Iowa,Osceola County,79.205,64641
Iowa,Page County,77.715,39682
Iowa,Palo Alto County,78.755,59715
Iowa,Plymouth County,80.495,54663
Iowa,Pocahontas County,79.32,52972
Iowa,Polk County,78.77,48306
Iowa,Pottawattamie County,77.275,41819
Iowa,Poweshiek County,79.695,44915
Iowa,Ringgold County,78.57,43718
Iowa,Sac County,79.175,51092
Iowa,Scott County,78.305,48943
Iowa,Shelby County,79.28,51332
Iowa,Sioux County,80.735,49200
Iowa,Story County,80.845,39204
Iowa,Tama County,79.62,43114
Iowa,Taylor County,78.57,43265
Iowa,Union County,78.53,37606
Iowa,Van Buren County,78.79,38509
Iowa,Wapello County,76.62,36211
Iowa,Warren County,78.825,44410
Iowa,Washington County,79.22,49859
Iowa,Wayne County,78.405,39783
Iowa,Webster County,77.115,43327
Iowa,Winnebago County,79.43,41329
Iowa,Winneshiek County,81.115,44103
Iowa,Woodbury County,77.895,40591
Iowa,Worth County,79.43,50642
Iowa,Wright County,78.94,55745
Kansas,Allen County,76.53,38100
Kansas,Anderson County,78.565,41831
Kansas,Atchison County,77.11,33694
Kansas,Barber County,78.185,40437
Kansas,Barton County,77.4,48193
Kansas,Bourbon County,76.885,37777
Kansas,Brown County,78.58,40502
Kansas,Butler County,77.54,42301
Kansas,Chase County,78.295,40161
Kansas,Chautauqua County,75.285,44173
Kansas,Cherokee County,74.21,34132
Kansas,Cheyenne County,78.285,44191
Kansas,Clark County,77.475,54399
Kansas,Clay County,77.985,46249
Kansas,Cloud County,77.985,34221
Kansas,Coffey County,78.565,50865
Kansas,Comanche County,77.475,42487
Kansas,Cowley County,75.97,37381
Kansas,Crawford County,75.895,34260
Kansas,Decatur County,78.285,49467
Kansas,Dickinson County,78.9,43220
Kansas,Doniphan County,77.11,33621
Kansas,Douglas County,79.675,38686
Kansas,Edwards County,77.67,53066
Kansas,Elk County,75.285,44598
Kansas,Ellis County,78.66,45843
Kansas,Ellsworth County,77.615,38241
Kansas,Finney County,78.11,40227
Kansas,Ford County,77.475,33663
Kansas,Franklin County,76.985,37872
Kansas,Geary County,75.91,42875
Kansas,Gove County,78.835,69469
Kansas,Graham County,78.835,46910
Kansas,Grant County,78.055,47396
Kansas,Gray County,78.11,72611
Kansas,Greeley County,78.48,43147
Kansas,Greenwood County,78.295,41643
Kansas,Hamilton County,78.48,60381
Kansas,Harper County,78.185,44051
Kansas,Harvey County,79.325,38369
Kansas,Haskell County,78.11,62294
Kansas,Hodgeman County,79.23,45643
Kansas,Jackson County,78.24,37478
Kansas,Jefferson County,78.23,39884
Kansas,Jewell County,79.025,43213
Kansas,Johnson County,81.23,65050
Kansas,Kearny County,78.055,55054
Kansas,Kingman County,78.185,40881
Kansas,Kiowa County,77.475,34937
Kansas,Labette County,76.4,40251
Kansas,Lane County,78.48,86725
Kansas,Leavenworth County,78.1,39477
Kansas,Lincoln County,77.615,36267
Kansas,Linn County,76.53,33533
Kansas,Logan County,78.835,46890
Kansas,Lyon County,78.22,33543
Kansas,McPherson County,78.54,49015
Kansas,Marion County,78.9,37990
Kansas,Marshall County,78.99,44372
Kansas,Meade County,77.475,61794
Kansas,Miami County,78.08,43387
Kansas,Mitchell County,77.86,51775
Kansas,Montgomery County,75.285,37751
Kansas,Morris County,78.295,43169
Kansas,Morton County,78.055,45757
Kansas,Nemaha County,78.58,48019
Kansas,Neosho County,76.8,32225
Kansas,Ness County,79.23,53009
Kansas,Norton County,78.835,39297
Kansas,Osage County,77.825,37926
Kansas,Osborne County,79.025,41731
Kansas,Ottawa County,77.86,37312
Kansas,Pawnee County,79.23,38428
Kansas,Phillips County,78.835,51856
Kansas,Pottawatomie County,78.24,46772
Kansas,Pratt County,77.435,45328
Kansas,Rawlins County,78.285,48611
Kansas,Reno County,77.435,37469
Kansas,Republic County,78.99,46263
Kansas,Rice County,77.67,43415
Kansas,Riley County,80.3,38499
Kansas,Rooks County,79.025,41867
Kansas,Rush County,79.23,42480
Kansas,Russell County,77.615,47117
Kansas,Saline County,77.86,42824
Kansas,Scott County,78.48,64644
Kansas,Sedgwick County,77.575,50448
Kansas,Seward County,76.82,35123
Kansas,Shawnee County,77.57,43216
Kansas,Sheridan County,78.835,52337
Kansas,Sherman County,78.285,41887
Kansas,Smith County,79.025,41796
Kansas,Stafford County,77.67,48657
Kansas,Stanton County,78.48,59139
Kansas,Stevens County,78.055,40468
Kansas,Sumner County,76.565,36407
Kansas,Thomas County,78.285,39613
Kansas,Trego County,78.835,44166
Kansas,Wabaunsee County,77.825,46762
Kansas,Wallace County,78.48,44412
Kansas,Washington County,78.99,40582
Kansas,Wichita County,78.48,76001
Kansas,Wilson County,76.8,40218
Kansas,Woodson County,76.8,35515
Kansas,Wyandotte County,74.755,35589
Kentucky,Adair County,76.015,26876
Kentucky,Allen County,74.485,29847
Kentucky,Anderson County,76.785,36834
Kentucky,Ballard County,75.315,35717
Kentucky,Barren County,76.2,35361
Kentucky,Bath County,74.115,29076
Kentucky,Bell County,71.85,29042
Kentucky,Boone County,77.97,42645
Kentucky,Bourbon County,75.74,38638
Kentucky,Boyd County,75.02,35941
Kentucky,Boyle County,76.735,34660
Kentucky,Bracken County,74.305,33058
Kentucky,Breathitt County,71.395,29968
Kentucky,Breckinridge County,76.045,33108
Kentucky,Bullitt County,77.885,36362
Kentucky,Butler County,75.64,32054
Kentucky,Caldwell County,75.21,33734
Kentucky,Calloway County,76.785,33387
Kentucky,Campbell County,76.725,43164
Kentucky,Carlisle County,75.315,40684
Kentucky,Carroll County,75.38,44329
Kentucky,Carter County,74.24,29976
Kentucky,Casey County,73.755,28153
Kentucky,Christian County,74.945,37011
Kentucky,Clark County,75.5,37244
Kentucky,Clay County,71.41,26608
Kentucky,Clinton County,74.27,28825
Kentucky,Crittenden County,75.835,34585
Kentucky,Cumberland County,74.27,30967
Kentucky,Daviess County,76.605,40032
Kentucky,Edmonson County,75.64,29588
Kentucky,Elliott County,74.55,21745
Kentucky,Estill County,73.005,30484
Kentucky,Fayette County,78.095,45238
Kentucky,Fleming County,74.115,29663
Kentucky,Floyd County,71.41,32592
Kentucky,Franklin County,76.55,39290
Kentucky,Fulton County,75.145,31244
Kentucky,Gallatin County,74.92,29322
Kentucky,Garrard County,76.54,30309
Kentucky,Grant County,74.92,32114
Kentucky,Graves County,75.145,35204
Kentucky,Grayson County,74.635,31693
Kentucky,Green County,75.37,33484
Kentucky,Greenup County,75.52,37195
Kentucky,Hancock County,76.045,38284
Kentucky,Hardin County,76.31,38972
Kentucky,Harlan County,71.48,27920
Kentucky,Harrison County,74.585,33604
Kentucky,Hart County,75.995,32465
Kentucky,Henderson County,75.05,36766
Kentucky,Henry County,75.17,35170
Kentucky,Hickman County,75.145,37788
Kentucky,Hopkins County,74.8,36518
Kentucky,Jackson County,73.005,25214
Kentucky,Jefferson County,76.625,46457
Kentucky,Jessamine County,76.93,38243
Kentucky,Johnson County,72.6,32127
Kentucky,Kenton County,76.365,49475
Kentucky,Knott County,73.29,28652
Kentucky,Knox County,72.975,26907
Kentucky,Larue County,75.995,33232
Kentucky,Laurel County,74.36,32254
Kentucky,Lawrence County,74.55,29138
Kentucky,Lee County,72.615,29455
Kentucky,Leslie County,71.41,30047
Kentucky,Letcher County,72.675,30562
Kentucky,Lewis County,74.355,28324
Kentucky,Lincoln County,74.785,29204
Kentucky,Livingston County,75.46,35284
Kentucky,Logan County,75.095,34555
Kentucky,Lyon County,75.835,29914
Kentucky,McCracken County,75.315,44428
Kentucky,McCreary County,73.9,23016
Kentucky,McLean County,74.475,37007
Kentucky,Madison County,76.53,33800
Kentucky,Magoffin County,73.69,25070
Kentucky,Marion County,75.89,34122
Kentucky,Marshall County,75.46,37972
Kentucky,Martin County,72.6,27056
Kentucky,Mason County,75.385,36840
Kentucky,Meade County,76.98,34894
Kentucky,Menifee County,72.575,29196
Kentucky,Mercer County,75.62,34165
Kentucky,Metcalfe County,75.37,29794
Kentucky,Monroe County,74.485,33435
Kentucky,Montgomery County,75.74,33507
Kentucky,Morgan County,73.69,24281
Kentucky,Muhlenberg County,74.4,31472
Kentucky,Nelson County,76.61,37908
Kentucky,Nicholas County,74.585,32780
Kentucky,Ohio County,76.015,31613
Kentucky,Oldham County,79.025,53671
Kentucky,Owen County,75.38,34589
Kentucky,Owsley County,71.395,28741
Kentucky,Pendleton County,74.305,33951
Kentucky,Perry County,69.585,35148
Kentucky,Pike County,71.265,33354
Kentucky,Powell County,72.575,30572
Kentucky,Pulaski County,75.205,35823
Kentucky,Robertson County,74.305,30034
Kentucky,Rockcastle County,73.94,29138
Kentucky,Rowan County,75.26,28951
Kentucky,Russell County,75.315,31907
Kentucky,Scott County,77.345,39415
Kentucky,Shelby County,78.01,39613
Kentucky,Simpson County,75.875,34139
Kentucky,Spencer County,76.785,40375
Kentucky,Taylor County,76.04,33309
Kentucky,Todd County,75.095,35344
Kentucky,Trigg County,75.21,34991
Kentucky,Trimble County,75.17,33644
Kentucky,Union County,75.2,34286
Kentucky,Warren County,77.235,35966
Kentucky,Washington County,75.89,36694
Kentucky,Wayne County,76.47,27508
Kentucky,Webster County,74.475,36870
Kentucky,Whitley County,73.14,32100
Kentucky,Wolfe County,72.615,26264
Kentucky,Woodford County,78.03,45213
Louisiana,Acadia Parish,73.105,35335
Louisiana,Allen Parish,77.095,29735
Louisiana,Ascension Parish,77.12,45469
Louisiana,Assumption Parish,75.875,38791
Louisiana,Avoyelles Parish,73.775,33859
Louisiana,Beauregard Parish,74.83,40088
Louisiana,Bienville Parish,73.035,32500
Louisiana,Bossier Parish,77.16,42574
Louisiana,Caddo Parish,74.155,49080
Louisiana,Calcasieu Parish,74.46,42639
Louisiana,Caldwell Parish,73.205,36373
Louisiana,Cameron Parish,74.28,45776
Louisiana,Catahoula Parish,73.205,28728
Louisiana,Claiborne Parish,74.855,36034
Louisiana,Concordia Parish,73.305,31309
Louisiana,De Soto Parish,74.23,37595
Louisiana,East Baton Rouge Parish,76.015,45887
Louisiana,East Carroll Parish,73.12,30938
Louisiana,East Feliciana Parish,74.125,37578
Louisiana,Evangeline Parish,73.4,34937
Louisiana,Franklin Parish,73.565,30266
Louisiana,Grant Parish,74.73,29548
Louisiana,Iberia Parish,74.38,38194
Louisiana,Iberville Parish,75.565,36764
Louisiana,Jackson Parish,74.32,34050
Louisiana,Jefferson Parish,76.765,46922
Louisiana,Jefferson Davis Parish,74.28,38743
Louisiana,Lafayette Parish,76.72,49496
Louisiana,Lafourche Parish,76.675,45899
Louisiana,La Salle Parish,75.4,35603
Louisiana,Lincoln Parish,75.895,35628
Louisiana,Livingston Parish,75.5,38095
Louisiana,Madison Parish,72.565,27712
Louisiana,Morehouse Parish,72.97,33714
Louisiana,Natchitoches Parish,74.935,34937
Louisiana,Orleans Parish,75.435,46684
Louisiana,Ouachita Parish,74.815,36396
Louisiana,Plaquemines Parish,76.79,46136
Louisiana,Pointe Coupee Parish,76.46,41203
Louisiana,Rapides Parish,74.905,42716
Louisiana,Red River Parish,73.035,34413
Louisiana,Richland Parish,72.565,34292
Louisiana,Sabine Parish,75.075,32890
Louisiana,St. Bernard Parish,72.8,29279
Louisiana,St. Charles Parish,76.565,45347
Louisiana,St. Helena Parish,74.125,38748
Louisiana,St. James Parish,76.015,42678
Louisiana,St. John the Baptist Parish,74.03,39031
Louisiana,St. Landry Parish,72.93,38012
Louisiana,St. Martin Parish,75.2,37820
Louisiana,St. Mary Parish,75.11,38257
Louisiana,St. Tammany Parish,77.615,57229
Louisiana,Tangipahoa Parish,73.8,36043
Louisiana,Tensas Parish,73.305,31383
Louisiana,Terrebonne Parish,74.74,44952
Louisiana,Union Parish,75.03,34941
Louisiana,Vermilion Parish,75.84,38226
Louisiana,Vernon Parish,76.02,38683
Louisiana,Washington Parish,72.965,32062
Louisiana,Webster Parish,73.375,35944
Louisiana,West Baton Rouge Parish,76.845,44043
Louisiana,West Carroll Parish,73.12,27725
Louisiana,West Feliciana Parish,76.845,33680
Louisiana,Winn Parish,73.425,35344
Maine,Androscoggin County,77.875,37106
Maine,Aroostook County,78.285,36717
Maine,Cumberland County,79.94,52298
Maine,Franklin County,78.23,34849
Maine,Hancock County,79.48,45190
Maine,Kennebec County,77.495,41554
Maine,Knox County,79.4,43738
Maine,Lincoln County,79.425,45358
Maine,Oxford County,78.11,34891
Maine,Penobscot County,77.845,37032
Maine,Piscataquis County,77.345,34634
Maine,Sagadahoc County,79.42,45702
Maine,Somerset County,77.09,35951
Maine,Waldo County,78.52,36833
Maine,Washington County,76.78,37185
Maine,York County,79.645,45466
Maryland,Allegany County,76.94,37214
Maryland,Anne Arundel County,78.945,60628
Maryland,Baltimore County,78.35,54395
Maryland,Calvert County,78.745,56018
Maryland,Caroline County,76.605,42110
Maryland,Carroll County,79.195,56006
Maryland,Cecil County,76.12,43374
Maryland,Charles County,77.895,52212
Maryland,Dorchester County,76.725,41553
Maryland,Frederick County,80.22,54893
Maryland,Garrett County,78.045,41262
Maryland,Harford County,79,52612
Maryland,Howard County,81.71,69991
Maryland,Kent County,77.98,52430
Maryland,Montgomery County,83.22,76863
Maryland,Prince Georges County,77.295,44866
Maryland,Queen Annes County,79.71,56189
Maryland,St. Marys County,78.295,51990
Maryland,Somerset County,76.035,29684
Maryland,Talbot County,79.405,64804
Maryland,Washington County,77.735,42248
Maryland,Wicomico County,76.365,38816
Maryland,Worcester County,78.865,52847
Maryland,Baltimore City,72.485,44979
Massachusetts,Barnstable County,80.325,64730
Massachusetts,Berkshire County,79.78,50712
Massachusetts,Bristol County,78.975,48294
Massachusetts,Dukes County,80.995,78745
Massachusetts,Essex County,80.415,60320
Massachusetts,Franklin County,80.07,48428
Massachusetts,Hampden County,78.42,46216
Massachusetts,Hampshire County,80.04,46756
Massachusetts,Middlesex County,81.24,73265
Massachusetts,Nantucket County,80.325,107341
Massachusetts,Norfolk County,81.115,80711
Massachusetts,Plymouth County,79.145,59273
Massachusetts,Suffolk County,79.26,66074
Massachusetts,Worcester County,79.55,51370
Michigan,Alcona County,76.705,35207
Michigan,Alger County,78.455,29150
Michigan,Allegan County,78.83,39598
Michigan,Alpena County,77.92,36467
Michigan,Antrim County,79.42,39731
Michigan,Arenac County,76.275,34226
Michigan,Baraga County,78.285,29928
Michigan,Barry County,79.22,40063
Michigan,Bay County,77.535,37884
Michigan,Benzie County,78.9,37557
Michigan,Berrien County,77.435,41939
Michigan,Branch County,77.315,32293
Michigan,Calhoun County,75.675,36958
Michigan,Cass County,77.51,38838
Michigan,Charlevoix County,78.9,46000
Michigan,Cheboygan County,78.385,34608
Michigan,Chippewa County,78.735,31358
Michigan,Clare County,76.075,31137
Michigan,Clinton County,80.54,40446
Michigan,Crawford County,77.065,29960
Michigan,Delta County,79.14,36319
Michigan,Dickinson County,79.33,42709
Michigan,Eaton County,79.21,37921
Michigan,Emmet County,79.65,48882
Michigan,Genesee County,75.81,36612
Michigan,Gladwin County,76.88,32450
Michigan,Gogebic County,77.3,35495
Michigan,Grand Traverse County,79.5,43876
Michigan,Gratiot County,77.065,33571
Michigan,Hillsdale County,77.595,32778
Michigan,Houghton County,77.75,32968
Michigan,Huron County,77.825,43271
Michigan,Ingham County,78.46,37142
Michigan,Ionia County,77.305,31562
Michigan,Iosco County,77.53,33604
Michigan,Iron County,78.285,38557
Michigan,Isabella County,78.35,31900
Michigan,Jackson County,77.95,36413
Michigan,Kalamazoo County,77.75,43062
Michigan,Kalkaska County,77.57,32581
Michigan,Kent County,79.62,48496
Michigan,Keweenaw County,77.75,38827
Michigan,Lake County,77.85,29607
Michigan,Lapeer County,77.7,38417
Michigan,Leelanau County,81.875,59396
Michigan,Lenawee County,78.175,35652
Michigan,Livingston County,79.775,49608
Michigan,Luce County,78.285,28089
Michigan,Mackinac County,78.285,38607
Michigan,Macomb County,78.17,41847
Michigan,Manistee County,78.855,35472
Michigan,Marquette County,79.035,36788
Michigan,Mason County,78.305,37046
Michigan,Mecosta County,78.92,29673
Michigan,Menominee County,79.575,38377
Michigan,Midland County,79.915,44954
Michigan,Missaukee County,77.61,31109
Michigan,Monroe County,78.035,41707
Michigan,Montcalm County,77.72,31015
Michigan,Montmorency County,77.28,33848
Michigan,Muskegon County,77.25,34604
Michigan,Newaygo County,77.555,33201
Michigan,Oakland County,79.51,63454
Michigan,Oceana County,77.925,34066
Michigan,Ogemaw County,77.055,30925
Michigan,Ontonagon County,77.3,34124
Michigan,Osceola County,77.85,30805
Michigan,Oscoda County,76.705,32631
Michigan,Otsego County,78.275,35102
Michigan,Ottawa County,81.29,42619
Michigan,Presque Isle County,77.28,34262
Michigan,Roscommon County,77.375,33199
Michigan,Saginaw County,77.165,35429
Michigan,St. Clair County,76.705,39268
Michigan,St. Joseph County,76.52,34215
Michigan,Sanilac County,77.73,35005
Michigan,Schoolcraft County,78.455,35475
Michigan,Shiawassee County,76.725,35078
Michigan,Tuscola County,76.93,34771
Michigan,Van Buren County,76.555,37247
Michigan,Washtenaw County,80.475,51400
Michigan,Wayne County,75.075,38512
Michigan,Wexford County,77.535,32993
Minnesota,Aitkin County,80.105,35546
Minnesota,Anoka County,80.575,45556
Minnesota,Becker County,78.63,42079
Minnesota,Beltrami County,78.535,36329
Minnesota,Benton County,79.47,38845
Minnesota,Big Stone County,79.915,50308
Minnesota,Blue Earth County,80.555,43168
Minnesota,Brown County,80.75,47688
Minnesota,Carlton County,78.35,37872
Minnesota,Carver County,81.375,63291
Minnesota,Cass County,78.85,41263
Minnesota,Chippewa County,80.375,44722
Minnesota,Chisago County,79.79,42475
Minnesota,Clay County,79.995,40177
Minnesota,Clearwater County,78.8,37432
Minnesota,Cook County,79.8,45900
Minnesota,Cottonwood County,79.53,44872
Minnesota,Crow Wing County,79.89,40710
Minnesota,Dakota County,81.31,53710
Minnesota,Dodge County,79.655,43069
Minnesota,Douglas County,80.655,46902
Minnesota,Faribault County,80.19,42967
Minnesota,Fillmore County,80.495,45036
Minnesota,Freeborn County,79.79,41371
Minnesota,Goodhue County,79.825,48427
Minnesota,Grant County,80.445,48039
Minnesota,Hennepin County,80.61,65231
Minnesota,Houston County,80.575,46557
Minnesota,Hubbard County,79.61,36847
Minnesota,Isanti County,80.3,38905
Minnesota,Itasca County,79.48,37733
Minnesota,Jackson County,80.405,52392
Minnesota,Kanabec County,78.32,37606
Minnesota,Kandiyohi County,80.97,49060
Minnesota,Kittson County,79.975,54231
Minnesota,Koochiching County,78.93,36482
Minnesota,Lac qui Parle County,79.915,50380
Minnesota,Lake County,79.8,43408
Minnesota,Lake of the Woods County,78.93,44007
Minnesota,Le Sueur County,80.565,44197
Minnesota,Lincoln County,79.61,46333
Minnesota,Lyon County,79.395,45806
Minnesota,McLeod County,80.045,43484
Minnesota,Mahnomen County,78.8,32950
Minnesota,Marshall County,79.975,47256
Minnesota,Martin County,80.135,47232
Minnesota,Meeker County,79.955,40861
Minnesota,Mille Lacs County,77.715,37095
Minnesota,Morrison County,79.69,38561
Minnesota,Mower County,80.12,42364
Minnesota,Murray County,79.73,54719
Minnesota,Nicollet County,80.895,44646
Minnesota,Nobles County,80.405,44383
Minnesota,Norman County,78.63,44162
Minnesota,Olmsted County,81.545,50858
Minnesota,Otter Tail County,80.445,42411
Minnesota,Pennington County,78.8,49041
Minnesota,Pine County,78.515,33026
Minnesota,Pipestone County,79.61,50952
Minnesota,Polk County,78.585,42975
Minnesota,Pope County,80.54,46556
Minnesota,Ramsey County,79.78,48457
Minnesota,Red Lake County,78.585,44797
Minnesota,Redwood County,79.87,56714
Minnesota,Renville County,78.665,51844
Minnesota,Rice County,80.525,39532
Minnesota,Rock County,79.73,49961
Minnesota,Roseau County,79.78,42554
Minnesota,St. Louis County,78.675,42805
Minnesota,Scott County,81.38,52660
Minnesota,Sherburne County,80.335,41482
Minnesota,Sibley County,79.975,43865
Minnesota,Stearns County,81.91,42092
Minnesota,Steele County,80.795,42712
Minnesota,Stevens County,80.54,52226
Minnesota,Swift County,80.375,53874
Minnesota,Todd County,80.29,36759
Minnesota,Traverse County,79.915,55225
Minnesota,Wabasha County,80.895,44126
Minnesota,Wadena County,79.61,35497
Minnesota,Waseca County,81.145,46847
Minnesota,Washington County,81.21,58163
Minnesota,Watonwan County,79.53,38124
Minnesota,Wilkin County,80.445,51214
Minnesota,Winona County,79.705,43034
Minnesota,Wright County,80.21,44103
Minnesota,Yellow Medicine County,79.87,59238
Mississippi,Adams County,73.735,34860
Mississippi,Alcorn County,74.12,30633
Mississippi,Amite County,73.295,30950
Mississippi,Attala County,72.635,29754
Mississippi,Benton County,74.255,27483
Mississippi,Bolivar County,69.675,34322
Mississippi,Calhoun County,73.705,28948
Mississippi,Carroll County,74.625,32788
Mississippi,Chickasaw County,74.465,32248
Mississippi,Choctaw County,73.495,28982
Mississippi,Claiborne County,72.79,30516
Mississippi,Clarke County,74.285,35778
Mississippi,Clay County,74.76,34522
Mississippi,Coahoma County,70.74,30030
Mississippi,Copiah County,73.265,31186
Mississippi,Covington County,74.24,31802
Mississippi,DeSoto County,76.92,36375
Mississippi,Forrest County,73.97,35269
Mississippi,Franklin County,73.735,31604
Mississippi,George County,73.975,30653
Mississippi,Greene County,73.89,24222
Mississippi,Grenada County,73.995,34819
Mississippi,Hancock County,76.445,33108
Mississippi,Harrison County,75.325,34327
Mississippi,Hinds County,75.285,38337
Mississippi,Holmes County,71.23,26706
Mississippi,Humphreys County,71.885,29437
Mississippi,Issaquena County,74.465,18598
Mississippi,Itawamba County,74.235,31954
Mississippi,Jackson County,74.895,34394
Mississippi,Jasper County,74.765,34409
Mississippi,Jefferson County,72.79,30438
Mississippi,Jefferson Davis County,72.81,29262
Mississippi,Jones County,75.19,37299
Mississippi,Kemper County,74.04,27575
Mississippi,Lafayette County,76.255,35342
Mississippi,Lamar County,77.605,35014
Mississippi,Lauderdale County,74.86,34964
Mississippi,Lawrence County,72.81,32698
Mississippi,Leake County,73.025,27283
Mississippi,Lee County,74.135,37426
Mississippi,Leflore County,71.93,30562
Mississippi,Lincoln County,74.43,35834
Mississippi,Lowndes County,76.03,36793
Mississippi,Madison County,74.565,57964
Mississippi,Marion County,72.185,30723
Mississippi,Marshall County,73.35,29738
Mississippi,Monroe County,75.345,32455
Mississippi,Montgomery County,74.625,32623
Mississippi,Neshoba County,73.145,34051
Mississippi,Newton County,74.315,31690
Mississippi,Noxubee County,74.04,30459
Mississippi,Oktibbeha County,76.655,30445
Mississippi,Panola County,72.31,30321
Mississippi,Pearl River County,74.22,33778
Mississippi,Perry County,73.89,28100
Mississippi,Pike County,71.925,30433
Mississippi,Pontotoc County,76.445,29950
Mississippi,Prentiss County,74.74,28483
Mississippi,Quitman County,70.03,26311
Mississippi,Rankin County,77.28,42652
Mississippi,Scott County,72.865,29133
Mississippi,Sharkey County,71.885,29737
Mississippi,Simpson County,73.755,34068
Mississippi,Smith County,74.66,32043
Mississippi,Stone County,73.975,29777
Mississippi,Sunflower County,70.385,27136
Mississippi,Tallahatchie County,72.935,27405
Mississippi,Tate County,74.49,31984
Mississippi,Tippah County,74.255,30317
Mississippi,Tishomingo County,74.29,28920
Mississippi,Tunica County,70.03,30052
Mississippi,Union County,75.895,30729
Mississippi,Walthall County,73.23,28046
Mississippi,Warren County,74.055,35951
Mississippi,Washington County,70.595,33356
Mississippi,Wayne County,73.94,32564
Mississippi,Webster County,73.495,31690
Mississippi,Wilkinson County,73.295,27487
Mississippi,Winston County,74.3,31746
Mississippi,Yalobusha County,72.935,30360
Mississippi,Yazoo County,74.465,27763
Missouri,Adair County,77.59,30188
Missouri,Andrew County,78.4,39302
Missouri,Atchison County,78.22,40921
Missouri,Audrain County,76.485,36391
Missouri,Barry County,76.19,32752
Missouri,Barton County,76.855,32845
Missouri,Bates County,77.655,33722
Missouri,Benton County,76.4,34320
Missouri,Bollinger County,74.575,29349
Missouri,Boone County,79.08,42302
Missouri,Buchanan County,76.175,36650
Missouri,Butler County,73.63,33212
Missouri,Caldwell County,77.28,32835
Missouri,Callaway County,77.24,34718
Missouri,Camden County,78.46,34740
Missouri,Cape Girardeau County,77.89,40031
Missouri,Carroll County,77.28,44402
Missouri,Carter County,74.045,29929
Missouri,Cass County,77.46,41636
Missouri,Cedar County,76.855,30852
Missouri,Chariton County,78,40679
Missouri,Christian County,79.09,35675
Missouri,Clark County,77.15,32425
Missouri,Clay County,78.455,44304
Missouri,Clinton County,76.995,38313
Missouri,Cole County,78.16,42884
Missouri,Cooper County,77.135,33380
Missouri,Crawford County,75.63,32611
Missouri,Dade County,75.955,32080
Missouri,Dallas County,76.145,29822
Missouri,Daviess County,77.69,34087
Missouri,DeKalb County,78.4,24284
Missouri,Dent County,75.355,31040
Missouri,Douglas County,76.84,23759
Missouri,Dunklin County,72.205,31831
