year,region,voting_eligible_population,total_ballots_counted,highest_office,percent_total_ballots_counted,percent_highest_office
2000,Louisiana,3130267.00,1776133.00,1765656.00,0.567406231,0.564059232
2000,Maine,969292.00,,651817.00,0,0.67246712
2000,Maryland,3649631.00,2036455.00,2025480.00,0.557989287,0.554982134
2000,Massachusetts,4517052.00,2736006.00,2704984.00,0.605706111,0.598838357
2000,Michigan,7070702.00,4279299.00,4232501.00,0.605215578,0.598596999
2000,Minnesota,3506432.00,2458303.00,2438657.00,0.701083894,0.695481047
2000,Mississippi,2024650.00,,994184.00,0,0.491039933
2000,Missouri,4052255.00,,2359892.00,0,0.582365128
2000,Montana,667525.00,417916.00,410986.00,0.626067938,0.615686304
2000,Nebraska,1224178.00,707223.00,696983.00,0.577712555,0.569347758
2000,Nevada,1346116.00,613360.00,608970.00,0.455651667,0.452390433
2000,New Hampshire,890622.00,578656.00,569081.00,0.649721206,0.638970293
2000,New Jersey,5601788.00,3293378.00,3187226.00,0.587915501,0.568965837
2000,New Mexico,1234088.00,615607.00,598605.00,0.498835577,0.485058602
2000,New York,12380208.00,6960215.00,6821999.00,0.562205013,0.551040742
2000,North Carolina,5744241.00,3015964.00,2911262.00,0.525041341,0.506814042
2000,North Dakota,477968.00,292249.00,288256.00,0.611440515,0.603086399
2000,Ohio,8295592.00,4795989.00,4705457.00,0.57813704,0.567223774
2000,Oklahoma,2475220.00,,1234229.00,0,0.498634061
2000,Oregon,2364402.00,1559215.00,1533968.00,0.659454272,0.648776308
2000,Pennsylvania,9086897.00,,4912185.00,0,0.540578924
2000,Rhode Island,753877.00,412074.00,408783.00,0.546606409,0.542240976
2000,South Carolina,2944326.00,1433533.00,1382717.00,0.48687985,0.469620891
2000,South Dakota,548498.00,322159.00,316269.00,0.587347629,0.576609213
2000,Tennessee,4162996.00,2100241.00,2076181.00,0.504502286,0.498722795
2000,Texas,13033081.00,6407637.00,6407037.00,0.491644071,0.491598034
2000,Utah,1431668.00,784582.00,770754.00,0.548019513,0.538360849
2000,Vermont,459174.00,297146.00,294308.00,0.647131588,0.640950925
2000,Virginia,5069265.00,2789808.00,2739447.00,0.550337771,0.540403195
2000,Washington,4098044.00,2517028.00,2487433.00,0.614202288,0.60698055
2000,West Virginia,1390365.00,,648124.00,0,0.466153852
2000,Wisconsin,3842044.00,,2598607.00,0,0.676360552
2000,Wyoming,361078.00,221685.00,213726.00,0.613953218,0.591910889
1998,United States,190419570.00,74825832.00,72537000.00,0.392952426,0.380932485
1998,Alabama,3202052.00,,1317842.00,0,0.411561711
1998,Alaska,408758.00,227156.00,223300.00,0.555722457,0.546289002
1998,Arizona,3232815.00,1037550.00,1017616.00,0.320943203,0.31477706
1998,Arkansas,1882181.00,,706011.00,0,0.375102607
1998,California,19264556.00,8617649.00,8381871.00,0.447331825,0.435092872
1998,Colorado,2879973.00,,1327235.00,0,0.460849807
1998,Connecticut,2340956.00,1022453.00,999537.00,0.436767287,0.426978123
1998,Delaware,540896.00,,180527.00,0,0.333755472
1998,District of Columbia,398318.00,137523.00,135501.00,0.345259315,0.340182969
1998,Florida,10590870.00,4070262.00,3965751.00,0.384318002,0.374449974
1998,Georgia,5326337.00,1842145.00,1792880.00,0.345855886,0.336606565
1998,Hawaii,832172.00,412520.00,407556.00,0.495714828,0.489749715
1998,Idaho,843914.00,386720.00,381248.00,0.458245745,0.451761672
1998,Illinois,8285614.00,3541379.00,3394521.00,0.427412984,0.409688528
1998,Indiana,4348730.00,1618689.00,1588617.00,0.372221085,0.365305963
1998,Iowa,2112132.00,973032.00,956415.00,0.460687116,0.45281971
1998,Kansas,1873438.00,743288.00,727236.00,0.396750787,0.388182582
1998,Kentucky,2930780.00,1215053.00,1145414.00,0.41458349,0.390822238
1998,Louisiana,3097660.00,990243.00,969165.00,0.319674529,0.312870037
1998,Maine,943577.00,,486808.00,0,0.51591762
1998,Maryland,3571087.00,1556994.00,1535978.00,0.436000019,0.430114976
1998,Massachusetts,4430939.00,1935277.00,1903336.00,0.436764532,0.429555902
1998,Michigan,7005306.00,3143432.00,3036886.00,0.448721583,0.433512255
1998,Minnesota,3378089.00,2105343.00,2091766.00,0.623234912,0.619215776
1998,Mississippi,1995283.00,,550694.00,0,0.275997941
1998,Missouri,3978146.00,,1576857.00,0,0.396379871
1998,Montana,653998.00,338733.00,331551.00,0.517941951,0.506960266
1998,Nebraska,1197953.00,581775.00,545238.00,0.485640922,0.455141395
1998,Nevada,1233386.00,440042.00,435790.00,0.356775576,0.353328155
1998,New Hampshire,878508.00,330555.00,318940.00,0.376268628,0.363047348
1998,New Jersey,5505229.00,1894496.00,1813094.00,0.344126648,0.329340342
1998,New Mexico,1199320.00,517355.00,498703.00,0.431373612,0.415821465
1998,New York,12263356.00,4989877.00,4735236.00,0.406893268,0.386128887
1998,North Carolina,5624292.00,,2012143.00,0,0.357759341
1998,North Dakota,475629.00,217584.00,213358.00,0.457465798,0.448580722
1998,Ohio,8237516.00,3534782.00,3404351.00,0.429107755,0.413273977
1998,Oklahoma,2415036.00,,873585.00,0,0.361727527
1998,Oregon,2370381.00,1160400.00,1117747.00,0.489541555,0.471547401
1998,Pennsylvania,9075961.00,,3025152.00,0,0.333314786
1998,Rhode Island,723772.00,309835.00,306445.00,0.428083706,0.42339991
1998,South Carolina,2825173.00,1092430.00,1077135.00,0.386677205,0.381263377
1998,South Dakota,534711.00,266355.00,262111.00,0.498128896,0.490191898
1998,Tennessee,4092745.00,1026017.00,976236.00,0.250691651,0.23852842
1998,Texas,12490423.00,,3738078.00,0,0.299275533
1998,Utah,1381989.00,506553.00,494909.00,0.366539097,0.35811356
1998,Vermont,444772.00,224382.00,218120.00,0.504487693,0.490408569
1998,Virginia,4900523.00,,1148861.00,0,0.234436406
1998,Washington,3930400.00,1939421.00,1902482.00,0.493441126,0.484042846
1998,West Virginia,1388176.00,405139.00,351277.00,0.291849881,0.253049325
1998,Wisconsin,3801514.00,,1760836.00,0,0.463193349
1998,Wyoming,350136.00,178401.00,174888.00,0.509519158,0.499485914
1996,United States,186347044.00,,96262935.00,0,0.516578814
1996,Alabama,3144249.00,,1534349.00,0,0.487985843
1996,Alaska,404180.00,245212.00,241620.00,0.606690089,0.597802959
1996,Arizona,3079908.00,1431342.00,1404405.00,0.46473531,0.45598927
1996,Arkansas,1844689.00,,884262.00,0,0.479355599
1996,California,18644593.00,10263490.00,10019484.00,0.550480775,0.537393549
1996,Colorado,2770252.00,,1510704.00,0,0.545330894
1996,Connecticut,2337160.00,1410746.00,1392614.00,0.603615499,0.595857365
1996,Delaware,528630.00,277418.00,270810.00,0.524786713,0.512286476
1996,District of Columbia,398839.00,189210.00,185726.00,0.474401952,0.465666597
1996,Florida,10219294.00,5444245.00,5300927.00,0.532741792,0.518717536
1996,Georgia,5181708.00,2374650.00,2298899.00,0.458275534,0.443656609
1996,Hawaii,820055.00,370230.00,360120.00,0.451469718,0.439141277
1996,Idaho,825329.00,508030.00,489481.00,0.615548466,0.593073792
1996,Illinois,8215662.00,4418270.00,4311391.00,0.537786243,0.524777066
1996,Indiana,4302745.00,2195224.00,2135431.00,0.510191517,0.49629504
1996,Iowa,2098332.00,1251983.00,1234075.00,0.596656297,0.588121899
1996,Kansas,1856507.00,1073520.00,1063452.00,0.578247214,0.572824126
1996,Kentucky,2880808.00,1419592.00,1388707.00,0.492775638,0.482054687
1996,Louisiana,3087693.00,1804640.00,1783959.00,0.584462251,0.57776437
1996,Maine,929970.00,,605897.00,0,0.651523167
1996,Maryland,3530148.00,1793991.00,1780870.00,0.508191441,0.5044746
1996,Massachusetts,4385268.00,2600278.00,2559180.00,0.592957603,0.583585769
1996,Michigan,6954059.00,3912261.00,3848844.00,0.562586685,0.553467263
1996,Minnesota,3319509.00,2211161.00,2192640.00,0.666110862,0.660531422
1996,Mississippi,1949309.00,,893857.00,0,0.458550697
1996,Missouri,3919885.00,,2158065.00,0,0.550542937
1996,Montana,645052.00,417232.00,407083.00,0.646819171,0.631085556
1996,Nebraska,1188034.00,686749.00,677415.00,0.578055005,0.570198328
1996,Nevada,1134065.00,467657.00,464279.00,0.412372307,0.409393641
1996,New Hampshire,855287.00,513700.00,499053.00,0.600617103,0.583491857
1996,New Jersey,5456334.00,3105110.00,3075860.00,0.569083564,0.563722822
1996,New Mexico,1172262.00,579763.00,556074.00,0.494567767,0.474359827
1996,New York,12175850.00,6439129.00,6316129.00,0.528844311,0.518742347
1996,North Carolina,5435970.00,,2515807.00,0,0.462807374
1996,North Dakota,475898.00,271850.00,266411.00,0.571235853,0.559806933
1996,Ohio,8185999.00,4638108.00,4534434.00,0.566590345,0.55392555
1996,Oklahoma,2368311.00,1218248.00,1206713.00,0.51439528,0.50952472
1996,Oregon,2309051.00,1399180.00,1377760.00,0.605954567,0.596678029
1996,Pennsylvania,9063470.00,,4506118.00,0,0.497173599
1996,Rhode Island,717041.00,,390247.00,0,0.544246424
1996,South Carolina,2731064.00,1203486.00,1151422.00,0.440665616,0.421601984
1996,South Dakota,529793.00,329316.00,323826.00,0.621593717,0.611231179
1996,Tennessee,3984092.00,,1894105.00,0,0.475416983
1996,Texas,12072149.00,,5611644.00,0,0.464842175
1996,Utah,1326919.00,691016.00,665629.00,0.520767281,0.501634991
1996,Vermont,435687.00,261469.00,258449.00,0.600130369,0.593198787
1996,Virginia,4811632.00,2468229.00,2416642.00,0.512971275,0.502249964
1996,Washington,3829308.00,2293895.00,2253867.00,0.599036432,0.588583368
1996,West Virginia,1386621.00,653331.00,636459.00,0.47116768,0.458999972
1996,Wisconsin,3763240.00,,2196169.00,0,0.583584624
1996,Wyoming,345112.00,215844.00,211571.00,0.625431744,0.613050256
1994,United States,182623348.00,,75105860.00,0,0.411260996
1994,Alabama,3095745.00,,1201969.00,0,0.38826486
1994,Alaska,399435.00,216668.00,213404.00,0.542436191,0.534264649
1994,Arizona,2892171.00,1153724.00,1129607.00,0.398912789,0.39057407
1994,Arkansas,1801161.00,,716840.00,0,0.397987742
1994,California,18479124.00,8900593.00,8658881.00,0.481656652,0.468576378
1994,Colorado,2648684.00,1173130.00,1116307.00,0.442910517,0.421457222
1994,Connecticut,2335579.00,1163829.00,1147084.00,0.498304275,0.491134746
1994,Delaware,512941.00,201560.00,199029.00,0.392949676,0.388015386
1994,District of Columbia,411886.00,186316.00,183649.00,0.452348465,0.445873373
1994,Florida,9810247.00,4305340.00,4206659.00,0.438861529,0.428802557
1994,Georgia,4978431.00,,1545328.00,0,0.310404623
1994,Hawaii,808904.00,377011.00,369013.00,0.466076321,0.456188868
1994,Idaho,784076.00,419330.00,413346.00,0.53480785,0.527175937
1994,Illinois,8175312.00,3219122.00,3106566.00,0.393761363,0.379993571
1994,Indiana,4235008.00,1609481.00,1543568.00,0.380042021,0.364478178
1994,Iowa,2077709.00,1022372.00,997248.00,0.492066983,0.479974818
1994,Kansas,1837694.00,836251.00,820846.00,0.455054541,0.446671753
1994,Kentucky,2829881.00,827541.00,784299.00,0.292429611,0.27714911
1994,Louisiana,3038660.00,893758.00,826837.00,0.294128991,0.272105797
1994,Maine,918204.00,,511733.00,0,0.557319506
1994,Maryland,3480270.00,1437450.00,1410299.00,0.4130283,0.405226893
1994,Massachusetts,4353287.00,2232186.00,2179945.00,0.51275875,0.500758392
1994,Michigan,6856388.00,3177740.00,3089077.00,0.463471437,0.450539993
1994,Minnesota,3253779.00,1794618.00,1772929.00,0.55154883,0.544883042
1994,Mississippi,1903794.00,621096.00,608085.00,0.326241179,0.319406932
1994,Missouri,3858946.00,,1775116.00,0,0.460000218
1994,Montana,622246.00,359455.00,350387.00,0.57767346,0.563100446
1994,Nebraska,1164502.00,593654.00,579561.00,0.509792169,0.49769
1994,Nevada,1032456.00,386582.00,380530.00,0.374429516,0.368567765
1994,New Hampshire,829590.00,319443.00,311882.00,0.385061295,0.375947155
1994,New Jersey,5392423.00,2131328.00,2054887.00,0.395244958,0.381069326
1994,New Mexico,1128243.00,485709.00,467621.00,0.430500344,0.414468337
1994,New York,12192316.00,5325323.00,5203762.00,0.436776983,0.426806687
1994,North Carolina,5244552.00,,1588190.00,0,0.302826628
1994,North Dakota,468989.00,240430.00,236547.00,0.512655947,0.504376435
1994,Ohio,8132122.00,3540954.00,3436884.00,0.435428047,0.422630649
1994,Oklahoma,2327519.00,1002363.00,995012.00,0.430657279,0.427498981
1994,Oregon,2229242.00,1254265.00,1221010.00,0.56264192,0.547724294
1994,Pennsylvania,9043585.00,,3585526.00,0,0.396471753
1994,Rhode Island,716002.00,,361377.00,0,0.504715071
1994,South Carolina,2663830.00,951901.00,934886.00,0.357342999,0.350955579
1994,South Dakota,518815.00,318090.00,311613.00,0.613108719,0.6006245
1994,Tennessee,3850228.00,,1487130.00,0,0.386244659
1994,Texas,11719888.00,,4396242.00,0,0.375109557
1994,Utah,1248726.00,532737.00,517790.00,0.426624416,0.414654616
1994,Vermont,426953.00,216715.00,211449.00,0.507585144,0.495251234
1994,Virginia,4718968.00,,2057463.00,0,0.435998506
1994,Washington,3715174.00,1733471.00,1700173.00,0.466592143,0.457629441
1994,West Virginia,1379339.00,439551.00,420936.00,0.318667855,0.30517226
1994,Wisconsin,3692668.00,,1565628.00,0,0.423982876
1994,Wyoming,337032.00,204025.00,201710.00,0.605357948,0.598489164
1992,United States,179655523.00,,104405155.00,0,0.581140804
1992,Alabama,3030549.00,,1688060.00,0,0.557014587
1992,Alaska,389898.00,261427.00,258506.00,0.670501003,0.6630093
1992,Arizona,2671933.00,1516276.00,1486975.00,0.567482792,0.556516574
1992,Arkansas,1751083.00,,950653.00,0,0.542894312
1992,California,18460157.00,11374565.00,11131721.00,0.616168378,0.603013344
1992,Colorado,2494998.00,1597166.00,1569180.00,0.640147207,0.628930364
1992,Connecticut,2356937.00,1645609.00,1616332.00,0.698198127,0.685776497
1992,Delaware,499266.00,290836.00,289735.00,0.58252715,0.580321913
1992,District of Columbia,427102.00,231445.00,227572.00,0.541896315,0.532828224
1992,Florida,9506230.00,5438612.00,5314392.00,0.57211029,0.55904307
1992,Georgia,4766958.00,,2311253.00,0,0.484848618
1992,Hawaii,795148.00,382882.00,372842.00,0.481522937,0.468896356
1992,Idaho,734855.00,491725.00,482142.00,0.669145614,0.656104946
1992,Illinois,8113900.00,5164357.00,5050157.00,0.636482703,0.62240809
1992,Indiana,4162678.00,2347912.00,2305871.00,0.564038823,0.553939315
1992,Iowa,2057690.00,1360856.00,1354607.00,0.661351321,0.658314421
1992,Kansas,1810750.00,1161044.00,1157335.00,0.641195085,0.639146762
1992,Kentucky,2772600.00,,1492900.00,0,0.538447666
1992,Louisiana,2997301.00,1799596.00,1790017.00,0.600405498,0.597209623
1992,Maine,915082.00,,679499.00,0,0.742555312
1992,Maryland,3440015.00,1999486.00,1985046.00,0.581243396,0.57704574
1992,Massachusetts,4346897.00,2822962.00,2773700.00,0.649420035,0.638087353
1992,Michigan,6786593.00,4341909.00,4274673.00,0.639777426,0.629870246
1992,Minnesota,3187255.00,2355796.00,2347948.00,0.739130066,0.73666776
1992,Mississippi,1854797.00,1008019.00,981793.00,0.543465943,0.52932639
1992,Missouri,3792675.00,,2391565.00,0,0.630574726
1992,Montana,593345.00,417564.00,410611.00,0.703745713,0.692027404
1992,Nebraska,1149525.00,744548.00,737546.00,0.647700572,0.64160936
1992,Nevada,940066.00,513387.00,506318.00,0.546118039,0.538598354
1992,New Hampshire,814160.00,545197.00,537943.00,0.669643559,0.660733762
1992,New Jersey,5398559.00,3348312.00,3343594.00,0.620223286,0.619349349
1992,New Mexico,1073421.00,590901.00,569986.00,0.55048392,0.530999487
1992,New York,12227775.00,7068630.00,6926925.00,0.578079822,0.566491042
1992,North Carolina,5077494.00,,2611850.00,0,0.514397457
1992,North Dakota,462631.00,315199.00,308133.00,0.681318373,0.666044861
1992,Ohio,8063595.00,5043094.00,4939967.00,0.625415091,0.612625882
1992,Oklahoma,2293931.00,1455635.00,1390359.00,0.634559191,0.606103235
1992,Oregon,2144867.00,1498959.00,1462643.00,0.698858717,0.681927131
1992,Pennsylvania,9010940.00,,4949810.00,0,0.549311171
1992,Rhode Island,721593.00,,453471.00,0,0.628430431
1992,South Carolina,2610725.00,1234712.00,1202527.00,0.47293836,0.460610367
1992,South Dakota,503759.00,,336254.00,0,0.667489812
1992,Tennessee,3726024.00,,1982638.00,0,0.532105537
1992,Texas,11356487.00,,6154018.00,0,0.541894514
1992,Utah,1162363.00,784988.00,743999.00,0.675338083,0.640074572
1992,Vermont,419810.00,292797.00,289701.00,0.697451228,0.690076463
1992,Virginia,4622125.00,,2558665.00,0,0.553568975
1992,Washington,3575852.00,2324907.00,2288230.00,0.650168687,0.639911831
1992,West Virginia,1365368.00,,683762.00,0,0.500789531
1992,Wisconsin,3619273.00,,2531114.00,0,0.699343211
1992,Wyoming,324253.00,203602.00,200617.00,0.627910921,0.618705147
1990,United States,176629259.00,,67859189.00,0,0.384189966
1990,Alabama,2956385.00,,1215889.00,0,0.411275595
1990,Alaska,364419.00,197540.00,194750.00,0.542068333,0.534412311
1990,Arizona,2523614.00,1094735.00,1055406.00,0.433796531,0.418212135
1990,Arkansas,1710799.00,,696209.00,0,0.406949618
1990,California,18156500.00,7899131.00,7699420.00,0.435058023,0.424058602
1990,Colorado,2366650.00,1046139.00,1022027.00,0.442033676,0.431845436
1990,Connecticut,2383795.00,1159361.00,1141101.00,0.486350966,0.478690911
1990,Delaware,486760.00,183977.00,180152.00,0.377962446,0.370104364
1990,District of Columbia,441742.00,171677.00,169066.00,0.388636353,0.382725663
1990,Florida,9145312.00,,3530871.00,0,0.386085352
1990,Georgia,4588953.00,,1449652.00,0,0.315900381
1990,Hawaii,770836.00,354144.00,349666.00,0.459428465,0.453619187
1990,Idaho,690154.00,328340.00,320610.00,0.475748891,0.464548492
1990,Illinois,8029525.00,3420720.00,3257410.00,0.426017728,0.405679041
1990,Indiana,4080236.00,1566371.00,1502687.00,0.383892255,0.368284335
1990,Iowa,2030935.00,1004908.00,983933.00,0.494800671,0.484472915
1990,Kansas,1783412.00,805251.00,786096.00,0.451522699,0.440782051
1990,Kentucky,2722356.00,,916010.00,0,0.336476934
1990,Louisiana,2959148.00,,1396113.00,0,0.471795598
1990,Maine,910982.00,,522181.00,0,0.573206715
1990,Maryland,3397126.00,1170867.00,1111088.00,0.34466399,0.327067056
1990,Massachusetts,4384671.00,2424579.00,2341990.00,0.552967144,0.534131295
1990,Michigan,6693069.00,2641649.00,2564563.00,0.394684262,0.383166975
1990,Minnesota,3136830.00,1843104.00,1806777.00,0.587568979,0.575988179
1990,Mississippi,1824156.00,,368502.00,0,0.202012328
1990,Missouri,3740308.00,,1352552.00,0,0.36161514
1990,Montana,573045.00,326652.00,319336.00,0.570028532,0.557261646
1990,Nebraska,1131746.00,604195.00,593828.00,0.533860955,0.524700772
1990,Nevada,858018.00,325959.00,320743.00,0.379897625,0.373818498
1990,New Hampshire,814549.00,307700.00,294819.00,0.377755052,0.361941393
1990,New Jersey,5429251.00,1998894.00,1938454.00,0.368171227,0.357038936
1990,New Mexico,1026902.00,429509.00,411236.00,0.418257049,0.400462751
1990,New York,12271903.00,4290261.00,4056896.00,0.349600302,0.330584099
1990,North Carolina,4938968.00,,2069585.00,0,0.419031871
1990,North Dakota,461711.00,240301.00,233973.00,0.520457602,0.506752059
1990,Ohio,7975680.00,3620469.00,3477650.00,0.453938598,0.436031787
1990,Oklahoma,2251719.00,929639.00,911314.00,0.412857466,0.404719239
1990,Oregon,2057833.00,1133125.00,1112847.00,0.550639921,0.540785866
1990,Pennsylvania,8962083.00,,3052760.00,0,0.340630632
1990,Rhode Island,725084.00,375188.00,364052.00,0.517440738,0.502082517
1990,South Carolina,2537384.00,793614.00,760965.00,0.312768584,0.299901395
1990,South Dakota,494849.00,,258976.00,0,0.523343485
1990,Tennessee,3624940.00,,790441.00,0,0.218056299
1990,Texas,11034190.00,,3892746.00,0,0.352789466
1990,Utah,1086050.00,457983.00,442213.00,0.421696055,0.407175544
1990,Vermont,415564.00,217384.00,211422.00,0.523105948,0.50875918
1990,Virginia,4512504.00,,1152854.00,0,0.255479884
1990,Washington,3421256.00,1362651.00,1313217.00,0.398289692,0.383840613
1990,West Virginia,1347723.00,,404305.00,0,0.29999117
1990,Wisconsin,3541548.00,,1379727.00,0,0.38958303
1990,Wyoming,312961.00,164309.00,160109.00,0.525014299,0.511594096
1988,United States,173579281.00,,91594691.00,0,0.527682166
1988,Alabama,2901744.00,,1378476.00,0,0.475050866
1988,Alaska,355023.00,203433.00,200116.00,0.573013579,0.563670523
1988,Arizona,2454254.00,1204169.00,1171873.00,0.49064563,0.477486438
1988,Arkansas,1689491.00,,827738.00,0,0.489933359
1988,California,17738700.00,10194539.00,9887065.00,0.574706095,0.557372581
1988,Colorado,2327768.00,1416265.00,1372394.00,0.608421887,0.589575078
1988,Connecticut,2379699.00,1461962.00,1443394.00,0.614347445,0.606544777
1988,Delaware,472441.00,254973.00,249891.00,0.539692787,0.528935888
1988,District of Columbia,453636.00,197135.00,192877.00,0.434566481,0.4251801
1988,Florida,8777510.00,,4302313.00,0,0.490151877
1988,Georgia,4459739.00,,1809672.00,0,0.4057798
1988,Hawaii,739890.00,368567.00,354461.00,0.498137561,0.479072565
1988,Idaho,667345.00,421213.00,408968.00,0.631177277,0.612828447
1988,Illinois,7950848.00,4697192.00,4559120.00,0.590778745,0.57341305
1988,Indiana,3996319.00,2222811.00,2168621.00,0.556214606,0.542654628
1988,Iowa,2021793.00,1240854.00,1225614.00,0.613739389,0.606201525
1988,Kansas,1774451.00,,993044.00,0,0.559634501
1988,Kentucky,2680364.00,,1322517.00,0,0.493409477
1988,Louisiana,2941023.00,,1628202.00,0,0.553617568
1988,Maine,888612.00,,555035.00,0,0.624608941
1988,Maryland,3325582.00,1747350.00,1714358.00,0.525426828,0.515506158
1988,Massachusetts,4385728.00,2689857.00,2632801.00,0.613320525,0.600311054
1988,Michigan,6608812.00,3745751.00,3669163.00,0.566781291,0.555192522
1988,Minnesota,3087194.00,2125119.00,2096790.00,0.688365875,0.679189581
1988,Mississippi,1792847.00,,931527.00,0,0.519579752
1988,Missouri,3696905.00,,2093713.00,0,0.566342116
1988,Montana,568014.00,378981.00,365674.00,0.667203625,0.643776386
1988,Nebraska,1125252.00,678669.00,661465.00,0.603126233,0.587837213
1988,Nevada,768131.00,354261.00,350067.00,0.461198676,0.45573867
1988,New Hampshire,800468.00,462503.00,451074.00,0.577790742,0.563512845
1988,New Jersey,5435008.00,3102502.00,3099553.00,0.570836694,0.570294101
1988,New Mexico,1002876.00,535694.00,521287.00,0.534157762,0.519792078
1988,New York,12300666.00,6636310.00,6485683.00,0.539508186,0.527262751
1988,North Carolina,4794041.00,,2134370.00,0,0.44521313
1988,North Dakota,466684.00,309100.00,297261.00,0.662332542,0.636964198
1988,Ohio,7869099.00,4505284.00,4393585.00,0.57252857,0.558333934
1988,Oklahoma,2245785.00,1192815.00,1171036.00,0.531134993,0.52143727
1988,Oregon,1982355.00,1235199.00,1201694.00,0.623096771,0.606195157
1988,Pennsylvania,8892826.00,,4536251.00,0,0.5101023
1988,Rhode Island,721773.00,415963.00,404620.00,0.576307232,0.560591765
1988,South Carolina,2453644.00,1041846.00,986009.00,0.42461172,0.401854955
1988,South Dakota,494034.00,,312991.00,0,0.633541416
1988,Tennessee,3551452.00,,1636250.00,0,0.460727049
1988,Texas,10833436.00,,5427410.00,0,0.500986944
1988,Utah,1043170.00,661546.00,647008.00,0.634168927,0.62023256
1988,Vermont,404795.00,270148.00,243328.00,0.667369903,0.601114144
1988,Virginia,4396900.00,,2191609.00,0,0.498444131
1988,Washington,3282173.00,1923043.00,1865253.00,0.585905435,0.568298198
1988,West Virginia,1347692.00,,653311.00,0,0.484762839
1988,Wisconsin,3489742.00,,2191608.00,0,0.628014335
1988,Wyoming,315073.00,186417.00,176551.00,0.591662884,0.560349506
1986,United States,170396029.00,,64991128.00,0,0.381412222
1986,Alabama,2869652.00,,1236230.00,0,0.430794396
1986,Alaska,351841.00,182526.00,180801.00,0.518774105,0.513871323
1986,Arizona,2319046.00,889668.00,866984.00,0.38363534,0.373853731
1986,Arkansas,1681564.00,,695487.00,0,0.41359532
1986,California,17166275.00,7617142.00,7443551.00,0.443727134,0.433614806
1986,Colorado,2309652.00,1096867.00,1060765.00,0.474905743,0.459274817
1986,Connecticut,2344327.00,1025605.00,993692.00,0.437483764,0.423870902
1986,Delaware,455609.00,165563.00,160757.00,0.363388344,0.352839825
1986,District of Columbia,465993.00,134158.00,131802.00,0.287897028,0.282841159
1986,Florida,8384015.00,,3429996.00,0,0.409111386
1986,Georgia,4300049.00,,1224948.00,0,0.284868382
1986,Hawaii,715459.00,344416.00,334115.00,0.481391666,0.466993916
1986,Idaho,663126.00,392909.00,387426.00,0.592510322,0.584241909
1986,Illinois,7912733.00,3322657.00,3144185.00,0.41991269,0.397357651
1986,Indiana,3943714.00,1619005.00,1555505.00,0.410527995,0.394426421
1986,Iowa,2020678.00,922094.00,910623.00,0.456329014,0.450652207
1986,Kansas,1757001.00,,840605.00,0,0.478431714
1986,Kentucky,2661218.00,,677280.00,0,0.254500007
1986,Louisiana,3014498.00,,1369897.00,0,0.454436195
1986,Maine,858200.00,,426861.00,0,0.497391051
1986,Maryland,3216833.00,1161136.00,1112637.00,0.360956257,0.345879628
1986,Massachusetts,4326264.00,1777276.00,1684079.00,0.410810806,0.389268662
1986,Michigan,6520661.00,2468009.00,2396564.00,0.378490616,0.367533905
1986,Minnesota,3024070.00,1456579.00,1415989.00,0.4816618,0.468239492
1986,Mississippi,1782721.00,,523563.00,0,0.293687571
1986,Missouri,3655213.00,,1477327.00,0,0.40416988
1986,Montana,572113.00,326436.00,317862.00,0.570579588,0.555593038
1986,Nebraska,1123099.00,577916.00,564422.00,0.514572624,0.502557655
1986,Nevada,700192.00,264365.00,261932.00,0.377560726,0.374085965
1986,New Hampshire,760526.00,257410.00,250966.00,0.338463116,0.329990033
1986,New Jersey,5396487.00,1639330.00,1553544.00,0.303777254,0.287880616
1986,New Mexico,987220.00,408621.00,394833.00,0.41391078,0.399944288
1986,New York,12263480.00,4481718.00,4293971.00,0.365452384,0.350142945
1986,North Carolina,4653016.00,,1591330.00,0,0.341999684
1986,North Dakota,473962.00,295177.00,289013.00,0.622786215,0.609780953
1986,Ohio,7781083.00,3628870.00,3121189.00,0.466370812,0.401125268
1986,Oklahoma,2290182.00,934447.00,909925.00,0.40802303,0.397315585
1986,Oregon,1928782.00,1088140.00,1059630.00,0.564159143,0.549377794
1986,Pennsylvania,8820459.00,,3388275.00,0,0.384138172
1986,Rhode Island,711034.00,322724.00,305663.00,0.453879843,0.429885209
1986,South Carolina,2393329.00,763493.00,753751.00,0.319008795,0.314938314
1986,South Dakota,492333.00,,295830.00,0,0.600873799
1986,Tennessee,3478867.00,,1210339.00,0,0.347911835
1986,Texas,10786533.00,,3442368.00,0,0.319135722
1986,Utah,1024337.00,445499.00,435111.00,0.434914486,0.424773292
1986,Vermont,389843.00,211709.00,196716.00,0.543062207,0.504603135
1986,Virginia,4240797.00,,1233611.00,0,0.290891311
1986,Washington,3151152.00,1358160.00,1337367.00,0.43100428,0.424405741
1986,West Virginia,1370305.00,449249.00,410131.00,0.32784599,0.299299061
1986,Wisconsin,3432034.00,,1526960.00,0,0.444914007
1986,Wyoming,328971.00,168615.00,164720.00,0.512552778,0.500712829
1984,United States,167701904.00,,92652680.00,0,0.552484365
1984,Alabama,2831099.00,,1441713.00,0,0.509241464
1984,Alaska,343030.00,213173.00,207605.00,0.621441273,0.605209457
1984,Arizona,2151391.00,1051339.00,1025897.00,0.48867872,0.476852883
1984,Arkansas,1668136.00,,884406.00,0,0.530176197
