p_number,Heard_Before,TypeOfInfo,AmtOfInfo,Perceived_Ability,Manipulation_Check,technical_difficulties,technical_difficulties_description,gender,ethnic_1,ethnic_2,ethnic_3,ethnic_4,ethnic_5,ethnic_6,age,tried_before,fail_ac
377,1,3,2,4,3,0, ,1,0,0,0,0,1,0,28,2,0
378,1,3,2,1,1,0, ,1,0,0,0,0,1,0,26,2,0
379,1,3,1,1,1,0, ,1,0,0,0,0,1,0,30,2,1
380,1,2,1,2,2,0, ,1,0,0,0,0,1,0,35,2,0
381,1,1,2,2,4,0, ,1,0,1,0,0,1,0,25,2,0
382,1,2,2,1,7,0, ,1,0,0,0,0,1,0,27,2,0
383,1,3,2,3,1,0, ,2,0,1,0,0,0,0,26,2,0
384,1,2,1,1,1,0, ,2,0,0,0,0,1,0,27,2,1
385,1,3,1,5,4,0, ,1,0,0,0,0,1,0,68,1,1
386,1,1,1,2,2,0, ,1,0,0,0,0,1,0,59,1,0
387,1,2,2,2,5,0, ,1,0,0,0,0,1,0,41,2,0
388,1,3,1,7,1,0, ,2,0,1,0,0,1,0,30,2,0
389,1,2,2,4,7,0, ,1,1,0,0,0,0,0,30,1,0
390,1,2,1,2,3,0, ,2,0,0,1,0,0,0,30,2,0
391,1,1,2,3,2,0, ,1,0,0,1,0,0,0,31,2,0
392,1,1,1,1,1,0, ,2,0,0,1,0,0,0,36,2,0
393,1,1,1,3,5,0, ,2,0,0,0,0,1,0,42,2,0
394,1,3,2,5,1,0, ,1,0,0,1,0,0,0,30,2,0
395,1,2,1,5,4,0, ,1,0,0,0,0,1,0,38,1,0
396,1,2,2,2,7,0, ,2,0,0,0,0,1,0,30,2,0
397,1,3,2,2,1,0, ,2,0,0,0,0,1,0,52,2,1
398,1,1,2,3,6,0, ,1,1,0,0,0,1,1,26,2,0
399,1,3,1,2,1,0, ,2,0,0,0,0,1,0,38,2,0
400,1,1,1,1,1,0, ,2,0,0,0,0,1,0,29,2,0
401,1,1,1,3,1,1,It said watch video and then skipped to next page. if this was by design then no difficulties.,1,0,0,0,0,1,0,37,2,1
402,1,2,2,6,6,0, ,1,0,0,0,0,1,0,36,2,0
403,1,3,1,2,3,0, ,2,0,0,1,0,1,0,37,2,0
404,1,3,2,3,2,0, ,1,0,0,0,0,1,0,29,2,0
405,1,2,2,3,6,0, ,2,0,0,0,0,1,0,43,1,0
406,1,1,2,4,6,0, ,1,0,0,0,0,1,0,23,2,0
407,1,2,1,4,5,0, ,1,0,0,0,0,1,0,23,2,0
408,1,2,2,4,5,0, ,2,1,0,0,0,1,0,23,2,0
409,1,2,1,3,2,0, ,1,0,0,0,0,1,0,25,2,0
410,1,1,1,6,2,0, ,1,0,1,0,0,0,0,25,1,0
411,1,3,2,4,1,0, ,2,0,0,0,0,1,0,44,2,0
412,1,1,2,2,6,0, ,1,0,0,0,0,1,0,41,1,0
413,1,3,1,2,1,0, ,1,0,1,0,0,0,0,21,2,0
414,1,1,2,4,7,0, ,3,0,0,0,0,1,0,24,2,0
415,1,1,2,3,3,0, ,1,0,0,0,0,1,0,20,2,1
416,1,1,1,3,3,0, ,1,0,0,0,0,1,0,28,2,1
417,1,2,2,3,7,0, ,1,0,0,0,0,1,0,42,1,0
418,1,3,1,1,2,0, ,2,0,0,1,0,0,0,31,2,0
419,1,3,2,2,4,0, ,2,0,0,0,0,1,0,34,2,0
420,1,2,2,2,7,0, ,1,0,0,0,0,1,0,33,2,0
421,1,3,1,4,1,0, ,1,0,0,0,0,1,0,29,2,0
422,1,1,1,3,3,0, ,1,0,0,0,0,1,0,29,2,0
423,1,2,1,5,3,0, ,2,0,0,0,0,1,0,58,2,0
424,1,2,1,5,3,0, ,1,0,0,0,0,1,0,23,2,0
425,1,3,2,1,1,0, ,2,0,0,0,0,1,0,38,2,0
426,1,1,1,1,1,1,didn't see video,2,0,0,0,0,1,0,68,2,1
427,2,1,2,1,7,0, ,1,0,0,0,0,1,0,38,2,0
428,1,1,2,6,7,0, ,1,0,0,0,0,1,0,35,2,0
429,1,1,1,3,2,0, ,2,0,0,0,0,1,0,38,2,0
430,1,2,1,1,1,1,"I'm not sure, the more instructions page went kind of fast.  I had barely read it and it was gone.",1,0,0,0,0,1,0,39,2,0
431,1,2,2,3,5,0, ,2,0,0,1,0,0,0,35,2,0
432,1,3,2,2,1,0, ,2,0,0,0,0,1,0,27,2,0
433,1,2,1,2,1,0, ,2,0,0,0,0,1,0,70,2,0
434,1,3,1,2,1,0, ,1,0,0,0,0,1,0,39,2,0
435,1,3,2,6,1,0, ,2,1,0,0,0,0,0,35,2,0
436,1,2,2,3,4,0, ,1,0,0,0,0,1,0,33,2,0
437,1,1,2,1,3,0, ,2,0,0,0,0,1,0,25,2,0
438,1,3,1,2,1,0, ,1,0,0,1,0,0,0,30,2,0
439,2,1,2,4,5,0, ,1,0,0,0,0,0,1,36,2,0
440,1,3,1,1,1,0, ,2,1,0,0,0,0,0,44,2,0
441,1,1,1,1,3,0, ,1,0,0,0,0,1,0,62,2,0
442,1,2,1,3,2,1,As I was reading the 1-3 instructions...the screen changed before I was able to finish instruction 2 and 3.,1,0,0,0,0,1,0,25,1,0
443,1,3,2,2,1,0, ,2,1,0,0,0,1,0,50,2,0
444,1,3,1,1,1,0, ,2,0,0,0,0,1,0,49,2,0
445,1,2,2,4,7,0, ,2,0,0,0,0,1,0,39,2,0
446,1,1,1,5,5,0, ,1,0,0,1,0,0,0,27,2,0
447,1,2,2,3,5,0, ,1,0,0,0,0,1,0,25,2,0
448,1,2,1,2,3,0, ,2,0,0,0,0,1,0,34,2,0
449,1,3,2,2,1,0, ,2,0,0,0,0,1,0,57,1,0
450,1,1,1,2,1,0, ,1,0,0,0,0,1,0,35,2,0
451,1,1,2,5,4,0, ,1,0,1,0,0,0,0,22,2,1
452,1,1,2,4,7,0, ,1,0,0,0,0,0,1,57,2,0
453,1,3,2,1,4,0, ,2,0,0,0,0,1,0,34,2,0
454,1,3,1,2,1,0, ,2,0,0,0,0,1,0,21,2,0
455,1,2,2,2,4,0, ,1,0,0,0,0,1,0,53,2,0
456,1,1,1,4,4,1,I only saw the video for a second and then it skipped forward to the estimate on its own.,2,0,0,0,0,1,0,26,1,0
457,1,2,1,4,1,0, ,2,0,0,0,0,1,0,25,2,0
458,1,3,2,4,1,0, ,2,0,0,0,0,1,0,42,2,0
459,1,2,2,4,3,0, ,2,0,0,0,0,1,0,24,2,0
460,1,3,1,3,2,0, ,1,0,0,0,0,1,0,28,2,0
461,2,1,2,1,7,0, ,2,0,0,0,0,1,0,34,2,0
462,1,1,1,3,3,0, ,1,0,0,0,0,1,0,26,1,0
463,1,1,2,4,3,0, ,2,0,0,0,0,1,0,36,2,0
464,1,1,2,3,3,0, ,2,0,0,0,0,1,0,26,2,0
465,1,2,2,3,5,0, ,1,0,0,0,0,1,0,31,2,0
466,1,3,2,2,1,0, ,2,0,0,0,0,1,0,23,2,0
467,1,3,1,3,2,1,"Mturk gave me a sign out error, I had to reopen the survey again sorry. Other than this I had no problems at all.",1,0,0,0,0,1,0,42,1,0
468,1,2,1,2,2,0, ,2,1,0,0,0,0,0,35,2,0
469,1,3,2,2,1,0, ,3,0,0,0,0,1,0,31,2,0
470,1,2,1,1,1,0, ,1,0,0,0,0,1,0,39,2,0
471,1,3,1,6,1,0, ,1,0,0,0,0,1,0,28,1,0
472,1,1,1,4,4,0, ,1,0,0,1,0,0,0,34,2,0
473,1,2,2,4,2,0, ,1,0,0,0,0,1,0,55,2,0
474,1,3,1,3,1,0, ,1,0,0,0,0,1,0,18,2,0
475,1,2,2,2,4,0, ,1,0,1,0,0,0,0,37,2,0
476,1,1,1,3,1,1,Video never played,2,0,0,0,0,1,0,63,2,1
477,1,2,1,4,6,0, ,2,0,0,0,0,1,0,37,2,0
478,1,1,2,5,6,0, ,2,0,0,0,0,1,0,27,2,0
479,1,3,1,2,1,0, ,1,1,0,0,0,0,0,43,2,0
480,2,2,1,1,1,0, ,2,0,0,0,0,1,0,37,1,1
481,1,1,1,3,2,0, ,1,0,0,0,0,1,0,29,2,0
482,1,2,2,3,3,0, ,1,0,0,0,0,1,0,31,1,0
483,1,3,2,2,2,0, ,2,0,0,1,0,0,0,45,2,0
484,1,1,2,6,7,0, ,1,0,0,0,0,1,0,28,2,0
485,1,1,1,5,4,0, ,1,0,0,0,0,1,0,36,2,0
486,1,3,1,2,1,0, ,2,0,0,0,0,1,0,21,2,0
487,1,3,2,1,1,0, ,2,1,0,0,0,0,0,42,2,0
488,1,2,2,2,7,0, ,2,0,0,0,0,1,0,22,2,0
489,1,2,1,3,2,0, ,1,0,0,0,0,1,0,23,2,0
490,1,1,2,7,7,0, ,2,0,0,0,0,1,0,49,2,0
491,1,3,1,3,1,0, ,1,0,0,0,0,1,0,32,1,0
492,1,2,1,2,1,0, ,2,0,0,0,0,1,0,46,1,0
493,1,3,2,2,1,0, ,2,0,0,0,0,1,0,41,2,0
494,1,1,2,2,7,0, ,2,0,1,0,0,0,0,28,2,0
495,1,2,2,2,3,0, ,2,0,0,0,0,1,0,29,2,0
496,1,1,1,3,1,0, ,2,0,0,0,0,1,0,58,2,0
497,1,3,2,2,1,0, ,2,0,0,1,0,0,0,41,2,0
498,1,2,1,1,1,0, ,1,0,0,0,0,1,0,32,2,0
499,1,1,2,6,6,0, ,2,0,0,0,0,1,0,27,2,0
500,1,3,1,4,1,0, ,1,0,0,0,0,1,0,32,1,0
501,1,1,1,4,4,0, ,1,0,0,0,0,1,0,49,2,0
502,1,3,2,2,1,0, ,2,0,0,0,0,1,0,40,2,0
503,1,2,2,1,3,0, ,2,0,0,0,0,1,0,38,2,0
504,1,1,1,1,5,0, ,1,0,0,0,0,1,0,25,2,1
505,1,3,1,1,1,0, ,1,1,0,0,0,0,0,23,2,0
506,1,1,2,4,5,0, ,2,0,0,0,0,1,0,46,2,0
507,1,3,2,2,3,0, ,2,0,0,0,0,1,0,32,2,0
508,1,2,2,5,7,0, ,1,0,0,0,0,1,0,31,1,0
509,1,2,1,1,6,0, ,2,0,0,1,0,1,0,25,2,0
510,1,1,1,2,4,0, ,2,0,0,0,0,1,0,25,2,0
511,1,2,1,4,2,0, ,2,0,0,0,0,1,0,42,2,0
512,1,1,2,5,6,0, ,1,0,0,0,0,1,0,35,2,0
513,1,2,2,2,3,0, ,2,0,0,0,0,1,0,59,2,0
514,1,2,2,5,5,0, ,2,0,0,0,0,1,0,65,2,0
515,1,3,1,2,1,0, ,2,0,0,0,0,1,0,31,2,0
516,1,2,1,2,2,0, ,2,0,0,0,1,1,0,32,2,0
517,1,3,2,4,1,0, ,2,0,0,0,0,1,0,57,2,0
518,1,3,1,2,1,1,i never received any additional information,1,0,0,0,0,1,0,29,2,0
519,1,1,2,3,6,0, ,2,0,0,0,0,1,0,35,2,0
520,1,1,1,3,5,0, ,2,0,0,0,0,1,0,57,2,0
521,1,2,2,3,7,0, ,2,0,0,0,0,1,0,43,2,0
522,1,1,2,5,7,1, ,2,0,0,0,0,1,0,29,2,0
523,1,3,2,1,7,0, ,2,1,0,0,0,0,0,49,2,0
524,1,3,1,3,1,0, ,1,1,0,0,0,0,0,24,2,0
525,1,3,2,5,1,0, ,2,0,0,0,0,1,0,54,1,0
526,1,1,1,2,1,0, ,2,0,0,0,0,1,0,30,2,1
527,1,2,1,3,3,0, ,2,0,0,0,0,1,0,22,2,0
528,1,2,1,2,2,0, ,1,0,0,1,0,0,0,24,2,0
529,1,1,2,6,6,0, ,2,1,0,0,0,0,0,38,2,0
530,1,3,1,2,2,0, ,1,0,0,0,0,1,0,56,1,0
531,1,3,2,6,1,0, ,1,0,0,0,0,1,0,44,1,0
532,1,1,2,6,7,0, ,1,0,0,0,0,1,0,33,1,0
533,1,3,1,6,1,0, ,1,1,0,0,0,0,0,29,1,0
534,1,2,2,2,4,0, ,2,0,0,0,0,1,0,25,2,0
535,1,2,1,1,4,0, ,2,0,0,0,0,1,0,64,2,0
536,1,1,1,2,1,0, ,2,0,0,0,0,1,0,48,1,0
537,1,2,1,4,5,0, ,1,0,0,0,0,1,0,33,2,0
538,1,2,2,4,7,0, ,2,0,0,0,0,1,0,31,2,0
539,1,1,1,1,1,0, ,2,0,0,0,0,1,0,27,2,0
540,1,3,2,1,1,0, ,2,0,0,0,0,1,0,61,2,0
541,1,3,1,6,1,0, ,2,0,0,0,0,1,0,56,2,0
542,1,3,1,1,1,0, ,2,0,0,0,0,1,0,27,2,0
543,2,1,2,5,4,0, ,2,1,0,0,0,0,0,22,2,0
544,1,1,2,5,4,0, ,2,0,0,0,0,1,0,38,2,0
545,1,1,1,5,1,0, ,2,0,0,0,0,1,0,35,2,1
546,1,1,1,3,1,0, ,2,0,0,0,0,1,0,22,2,1
547,1,2,2,3,7,0, ,1,1,0,0,0,0,0,31,2,0
548,1,3,2,1,1,0, ,1,0,0,0,0,1,0,30,2,0
549,1,2,1,1,1,0, ,2,0,0,0,0,1,0,33,2,0
550,1,1,2,7,7,0, ,2,0,0,0,0,1,0,60,2,0
551,1,2,1,3,4,0, ,2,0,0,0,0,1,0,45,1,0
552,1,3,1,1,1,0, ,1,0,0,0,0,1,0,23,2,0
553,1,2,2,5,5,0, ,1,0,0,0,0,1,0,42,1,0
554,1,3,2,4,1,0, ,1,0,0,0,0,1,0,25,2,0
555,1,3,2,2,5,0, ,1,0,0,0,0,1,0,43,2,0
556,1,1,2,3,5,0, ,2,0,0,0,0,1,0,23,2,0
557,1,3,2,2,1,0, ,2,0,0,0,0,1,0,51,2,0
558,1,2,2,5,7,0, ,2,0,0,0,0,1,0,32,1,0
559,1,1,1,2,6,0, ,1,0,0,0,0,1,0,25,2,0
560,1,2,1,2,5,0, ,1,0,0,1,0,0,0,27,2,0
561,1,3,2,1,2,0, ,2,0,0,0,0,1,0,28,2,0
562,1,3,1,4,2,0, ,1,0,0,0,1,0,0,34,2,0
563,1,1,1,4,4,0, ,1,1,0,0,0,0,0,27,2,0
564,1,2,1,2,1,0, ,2,0,0,0,0,1,0,22,2,0
565,1,2,2,4,3,0, ,1,0,0,0,0,1,0,36,2,1
566,1,3,1,1,1,0, ,2,1,0,0,0,0,0,38,2,0
567,1,2,2,3,3,0, ,1,0,0,1,0,0,0,24,2,0
568,1,1,2,5,7,0, ,1,0,1,0,0,0,0,33,2,0
569,1,3,2,2,2,0, ,1,0,0,0,0,1,0,42,2,1
570,2,2,1,2,3,0, ,2,0,0,0,0,1,0,33,2,0
571,1,1,2,4,3,0, ,2,0,0,0,0,1,0,26,2,0
572,1,2,2,1,6,0, ,2,0,0,1,0,0,0,66,2,0
573,1,1,1,5,4,0, ,1,0,0,0,0,1,0,34,2,1
574,1,3,1,3,5,0, ,2,0,0,1,0,0,0,37,1,1
575,1,1,1,5,3,0, ,1,0,0,0,0,1,0,27,2,0
576,1,3,1,2,1,0, ,2,0,0,1,0,0,0,52,2,0
577,1,1,2,5,4,0, ,2,1,0,0,0,0,0,28,2,0
578,1,2,1,3,2,0, ,2,0,0,0,0,1,0,28,2,0
579,1,1,1,5,4,0, ,1,0,0,0,0,1,0,49,2,0
580,1,2,2,3,5,0, ,1,0,0,0,0,1,0,29,2,0
581,1,2,1,1,6,0, ,2,0,0,0,0,1,0,67,1,0
582,1,2,1,5,1,0, ,2,0,0,0,0,1,0,23,2,0
583,1,3,1,1,1,0, ,2,0,0,0,0,1,0,28,2,0
584,1,1,2,4,5,0, ,2,0,0,0,0,1,0,38,2,0
585,1,3,2,4,1,0, ,1,0,0,0,0,1,0,20,2,0
586,1,2,2,4,6,0, ,2,0,0,0,0,1,0,52,2,0
587,1,1,1,2,4,0, ,2,0,0,0,0,1,0,60,2,0
588,1,3,2,1,1,0, ,1,0,0,0,1,1,0,27,2,0
589,1,3,1,2,2,0, ,1,0,1,0,0,0,0,22,1,1
590,1,1,2,5,2,0, ,1,0,0,0,0,1,0,27,2,0
591,1,3,1,1,2,0, ,1,0,0,0,0,1,0,25,2,1
592,1,1,1,2,3,1,"The YouTube video didn't play before I was automatically advanced to the next page. I GUESSED what I would have seen, having seen the trick on video before.",1,0,0,0,0,1,0,66,2,0
593,1,3,2,4,1,0, ,1,0,0,0,0,1,0,24,2,0
594,1,2,1,3,6,0, ,2,0,0,0,0,1,0,40,2,0
595,1,3,2,1,3,0, ,2,0,0,0,0,1,0,29,2,1
596,1,2,2,1,3,0, ,1,0,0,0,0,1,0,37,2,0
597,1,1,2,5,6,0, ,2,0,0,1,0,0,0,65,2,0
598,1,1,2,4,5,0, ,1,0,0,1,0,0,0,19,2,0
599,1,2,2,1,6,0, ,2,0,0,0,0,1,0,63,2,0
600,1,1,1,4,6,1,The video started to load went black and then dissappeared--I am using the TOR Browser,2,0,0,0,1,0,0,32,2,0
601,1,2,1,5,1,0, ,1,0,0,0,0,1,0,34,2,0
602,1,1,1,4,3,0, ,1,0,0,0,0,1,0,49,2,0
603,1,3,1,1,1,0, ,2,0,0,0,0,1,0,20,2,0
604,1,3,1,2,1,0, ,1,0,1,0,0,1,0,52,2,0
605,1,2,2,3,5,0, ,2,0,0,0,0,1,0,32,1,0
606,1,1,2,6,7,0, ,1,0,0,0,0,1,0,38,2,0
607,1,3,2,2,1,0, ,2,0,0,0,0,1,0,41,2,0
608,1,2,1,3,2,0, ,2,0,0,0,0,1,0,48,2,0
609,1,2,2,4,5,0, ,1,0,1,0,0,1,0,30,1,0
610,1,3,2,2,1,0, ,2,0,0,0,0,1,0,37,2,0
611,1,1,2,3,6,0, ,1,0,0,0,0,1,0,56,2,0
612,1,2,1,6,5,0, ,2,0,0,0,0,1,0,30,2,0
613,1,1,1,5,5,0, ,1,0,0,0,0,1,0,23,2,0
614,1,2,1,2,1,0, ,2,0,0,0,0,1,0,32,2,0
615,1,3,1,3,1,0, ,1,0,0,0,0,1,0,33,1,0
616,1,3,2,1,1,0, ,2,0,0,0,0,1,0,42,2,1
617,1,3,2,2,3,0, ,2,0,1,0,0,0,0,34,2,0
618,1,3,1,2,1,0, ,2,0,1,0,0,0,0,32,2,0
619,1,1,2,4,3,0, ,2,1,0,0,0,0,0,55,2,0
620,1,2,2,5,1,0, ,1,1,0,0,0,0,0,38,1,1
621,1,3,1,3,2,0, ,2,0,0,0,0,1,0,63,1,0
622,1,1,2,1,2,0, ,1,0,0,0,0,1,0,37,1,0
623,1,1,1,4,3,0, ,2,0,0,0,0,1,0,42,2,0
624,1,2,1,4,7,0, ,1,0,1,0,0,0,0,31,2,0
625,1,1,1,7,4,0, ,2,1,0,0,0,0,0,29,2,0
626,1,1,2,3,5,0, ,1,0,0,0,0,1,0,43,2,0
627,1,2,2,1,4,0, ,2,0,0,0,0,1,0,46,2,0
628,1,1,1,4,1,1,"Well, the video showed up but didn't play.  Instead, the survey jumped to the next page quickly.",1,0,0,0,0,1,0,38,2,0
629,1,3,1,1,1,0, ,3,0,1,0,0,0,0,25,2,0
630,1,3,2,5,1,0, ,1,1,0,0,0,0,0,25,2,0
631,1,2,1,2,2,0, ,1,0,0,0,0,1,0,38,2,0
632,1,2,2,3,7,0, ,2,0,1,0,0,1,0,61,2,0
633,1,2,1,1,1,0, ,1,1,0,0,0,0,0,38,2,0
634,1,1,2,3,6,0, ,2,0,0,0,0,1,0,40,2,0
635,1,3,1,2,2,0, ,1,0,0,1,0,0,0,33,2,0
636,1,1,2,5,7,0, ,2,1,0,0,0,0,0,22,2,0
637,1,1,1,3,3,0, ,2,0,0,0,0,1,0,34,2,0
638,1,3,2,1,1,0, ,2,0,0,1,0,0,0,30,2,0
639,1,2,2,1,7,0, ,2,0,0,0,0,1,0,33,2,0
640,1,3,1,5,1,0, ,1,0,0,0,0,1,0,62,2,0
641,1,1,1,1,1,0, ,1,0,0,0,0,1,0,56,2,0
642,1,3,2,3,1,0, ,2,1,0,0,0,0,0,29,2,0
643,1,2,2,4,7,0, ,2,0,0,1,0,1,0,42,2,0
644,2,2,1,5,3,0, ,1,0,0,1,0,0,0,27,2,1
645,1,1,1,3,4,0, ,1,0,0,0,0,1,0,30,2,0
646,1,3,1,2,1,0, ,2,0,0,0,0,1,0,30,2,0
647,1,2,2,3,6,0, ,1,0,0,0,0,1,0,55,2,0
648,1,2,1,4,1,0, ,1,0,0,0,0,1,0,39,2,0
649,1,3,2,4,5,0, ,1,0,0,0,0,1,0,27,2,0
650,1,3,2,5,4,0, ,2,0,0,0,1,0,0,30,1,1
651,1,1,2,2,5,0, ,2,0,0,0,0,1,0,32,2,0
652,1,1,1,3,2,0, ,2,0,0,0,0,1,0,30,2,0
653,1,1,2,1,2,0, ,2,1,0,0,0,0,0,25,2,0
654,2,2,1,1,1,0, ,1,1,0,0,0,0,0,38,2,0
655,1,2,2,5,6,0, ,2,0,0,0,0,1,0,34,2,0
656,1,3,1,3,2,0, ,2,0,0,0,0,1,0,29,2,0
657,1,3,1,2,1,0, ,2,0,0,0,0,1,0,51,2,0
658,1,2,2,2,3,0, ,1,0,0,0,0,1,0,38,2,0
659,1,1,1,3,4,0, ,2,0,0,0,0,1,0,48,1,0
660,1,2,1,5,4,0, ,1,0,0,0,0,1,0,29,2,0
661,1,1,2,4,4,0, ,2,0,0,0,0,1,0,39,2,0
662,1,2,2,5,6,0, ,1,0,0,0,0,1,0,75,2,0
663,1,3,2,3,4,0, ,2,0,0,1,0,0,0,36,2,0
664,1,2,1,3,6,0, ,1,0,0,0,1,1,0,56,1,0
665,1,1,2,5,2,0, ,1,0,0,0,0,1,0,28,1,0
666,1,3,1,4,1,0, ,2,1,1,0,0,1,0,28,2,0
667,1,1,1,1,3,0, ,2,0,0,0,0,1,0,68,2,1
668,1,1,1,7,6,0, ,2,0,1,0,0,0,0,27,1,1
669,1,3,2,7,4,0, ,2,0,0,0,0,1,0,26,2,0
670,1,2,2,5,4,0, ,1,0,0,0,0,1,0,71,2,0
671,1,3,2,2,1,0, ,2,1,1,0,0,1,0,27,2,0
672,1,1,2,5,7,0, ,2,0,0,0,0,1,0,29,2,0
673,1,2,1,2,4,0, ,2,0,1,0,0,1,0,22,2,0
674,1,3,1,2,1,0, ,2,0,0,0,0,1,0,25,2,0
675,1,3,1,1,1,0, ,2,0,0,0,0,1,0,23,2,0
676,1,3,2,2,1,0, ,1,0,0,0,0,1,0,34,2,0
677,1,3,1,6,1,0, ,2,0,0,1,0,1,0,33,2,0
678,1,1,1,3,1,0, ,2,0,0,0,0,1,0,40,2,0
679,1,3,1,1,1,0, ,2,0,1,0,0,1,0,30,2,0
680,1,2,2,6,6,0, ,2,0,0,0,0,1,0,48,1,0
681,2,1,2,5,7,0, ,2,0,0,0,0,1,0,37,2,0
682,1,2,2,2,5,0, ,2,0,0,0,0,1,0,58,2,0
683,1,1,2,2,5,0, ,2,0,0,0,0,1,0,42,2,0
684,1,2,1,2,2,0, ,2,0,1,0,0,1,0,31,2,0
685,1,1,2,1,6,0, ,1,0,0,0,0,1,0,30,2,0
686,1,2,2,5,6,0, ,2,0,0,0,0,1,0,33,2,0
687,1,2,1,4,2,0, ,2,0,0,0,0,1,0,21,2,0
688,1,1,1,1,1,1,"Video did not actually play, it started to lead then it advanced to the next page.",2,0,1,0,1,1,0,24,2,0
689,1,3,2,4,1,0, ,2,0,0,1,0,0,0,44,2,0
690,1,1,2,5,7,0, ,2,0,0,0,0,1,0,35,2,0
691,1,3,1,1,1,0, ,2,0,0,0,0,1,0,43,2,0
692,1,2,2,1,1,1,nothing happened I not sure what went wrong,1,0,0,0,0,1,0,48,2,1
693,1,2,1,5,1,0, ,1,0,0,0,0,1,0,32,2,1
694,1,3,2,3,1,0, ,2,0,0,0,0,1,0,19,2,1
695,1,1,1,3,4,0, ,2,0,1,0,0,0,0,26,2,0
696,1,3,2,1,1,0, ,2,0,0,0,0,1,0,42,2,0
697,1,1,2,4,4,0, ,1,0,0,1,0,0,0,21,2,0
698,1,2,2,6,6,0, ,1,1,0,0,0,0,0,35,1,0
699,1,3,1,4,1,0, ,1,0,0,0,0,1,0,59,1,0
700,1,2,1,4,2,1,I couldn't tell if the quick timer that went by was a technical difficulty or if it was meant to be there.,2,0,0,0,0,1,0,58,2,1
701,1,3,1,6,2,0, ,2,0,0,0,0,1,0,41,1,0
702,1,1,1,5,4,0, ,2,0,0,0,0,1,0,40,2,0
703,1,1,1,5,2,1,"Clicked the video, it didn't play and just sent me to the next page.",2,0,0,0,0,1,0,25,2,0
704,1,2,2,5,6,0, ,2,0,0,0,0,1,0,38,2,0
705,1,2,1,3,3,0, ,2,0,0,0,0,1,0,47,2,0
706,1,3,2,2,1,0, ,2,0,0,0,0,1,0,48,2,0
707,1,1,1,5,2,0, ,1,0,0,0,0,1,0,40,1,0
708,1,1,2,4,7,0, ,2,0,0,1,0,0,0,19,2,0
709,1,2,1,5,5,0, ,1,0,0,0,0,1,0,21,2,0
710,1,3,2,2,5,0, ,1,1,0,0,0,0,0,44,2,0
711,2,3,1,2,2,0, ,1,0,0,0,0,1,0,32,2,0
712,1,1,1,3,4,0, ,2,0,0,0,0,1,0,36,2,0
713,1,1,2,3,6,0, ,1,0,0,0,0,1,0,29,2,0
714,1,3,2,5,6,1,I wasnt sure if I was supposed to a video which I didnt,1,0,0,0,0,1,0,34,2,0
715,1,1,2,6,5,0, ,1,0,0,0,0,1,0,58,1,0
716,1,2,2,3,3,0, ,2,0,0,0,0,1,0,29,2,0
717,1,1,2,2,7,0, ,2,0,0,0,0,1,0,40,2,0
718,1,3,1,1,1,1,there was a countdown,2,0,0,0,0,1,0,29,2,0
719,1,2,1,2,2,0, ,2,1,0,0,0,0,0,33,2,0
720,1,2,1,5,1,1,I didn't see any video. The video just went by quickly,2,0,0,0,0,1,0,23,1,1
721,1,2,2,3,5,1,"There was a spinning blue circle over the page the whole time, as if it were loading. I waited a long time and it never went away, but it didn't seem to have any effect on the way the survey worked. Everything seemed to load just fine and my answers worke.",2,0,0,0,0,1,0,31,2,0
722,1,2,2,2,7,0, ,2,0,0,1,0,0,0,43,2,0
723,1,3,2,6,1,0, ,1,0,1,0,0,0,0,57,1,0
724,1,1,2,5,5,0, ,1,0,0,0,0,1,0,33,1,0
725,1,1,1,4,2,0, ,2,0,0,0,0,1,0,20,2,1
726,1,2,2,4,2,0, ,1,0,0,0,0,1,0,40,2,0
727,1,3,1,2,2,0, ,2,0,0,0,0,1,0,43,2,0
728,2,1,1,2,5,0, ,2,0,0,1,0,0,0,24,2,1
729,1,2,1,5,3,0, ,1,0,0,0,0,1,0,58,2,0
730,1,1,2,5,5,0, ,2,0,0,1,0,0,0,44,2,0
731,1,3,1,6,2,0, ,1,0,1,0,0,1,0,33,2,0
732,1,3,2,1,1,0, ,2,0,0,0,0,1,0,37,2,0
733,1,2,1,1,1,0, ,1,0,0,0,0,1,0,29,1,0
734,1,3,1,1,1,0, ,1,0,0,0,0,1,0,71,2,0
735,1,2,2,1,7,0, ,1,0,0,1,0,0,0,34,1,0
736,1,1,1,4,5,0, ,2,0,0,0,0,1,0,22,2,0
737,1,3,2,2,6,0, ,1,0,0,0,0,1,0,35,2,0
738,1,3,2,2,2,0, ,1,0,0,0,0,1,0,42,2,0
739,1,2,2,3,4,0, ,1,0,0,0,0,1,0,52,2,0
740,1,1,2,5,4,0, ,1,0,0,0,0,1,0,41,1,0
741,1,2,1,2,2,0, ,1,0,0,0,0,1,0,23,2,0
742,1,1,1,4,6,0, ,1,0,0,0,0,1,0,39,2,0
743,1,3,1,3,1,0, ,2,0,0,0,0,1,0,25,2,0
744,1,3,2,2,1,0, ,1,0,0,0,0,1,0,39,2,0
745,1,2,1,4,6,0, ,1,0,0,0,0,1,0,29,2,0
746,1,2,2,7,5,0, ,1,0,0,0,0,1,0,41,2,0
747,1,1,2,6,7,0, ,2,0,0,0,0,1,0,42,2,0
748,1,3,2,5,3,0, ,1,1,0,0,0,0,0,29,1,0
