station,latitude,longitude,elevation,date,tmax,tmin,year,location
USC00470124,44.32684,-91.91933,204.2,1950-10-06,54,42,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-07,68,52,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-08,68,49,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-09,68,42,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-10,70,42,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-11,70,47,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-12,58,42,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-13,74,42,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-14,68,44,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-15,70,46,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-16,80,43,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-17,72,55,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-18,68,58,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-19,86,NA,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-20,60,38,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-21,72,42,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-22,74,38,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-23,50,38,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-24,55,31,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-25,56,32,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-26,56,46,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-27,56,46,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-28,70,48,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-29,69,48,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-30,79,50,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-10-31,80,49,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-01,78,51,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-02,57,38,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-03,52,36,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-04,40,22,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-05,44,22,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-06,58,26,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-07,49,30,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-08,48,30,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-09,42,31,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-10,34,21,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-11,21,9,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-12,25,10,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-13,30,13,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-14,40,26,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-15,51,37,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-16,60,34,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-17,39,24,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-18,38,22,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-19,54,33,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-20,34,13,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-21,30,12,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-22,34,19,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-23,35,6,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-24,16,-2,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-25,16,10,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-26,26,12,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-27,30,18,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-28,26,18,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-29,28,20,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-11-30,31,18,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-01,20,10,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-02,27,15,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-03,28,16,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-04,16,-3,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-05,20,2,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-06,20,12,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-07,33,12,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-08,34,22,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-09,24,16,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-10,23,16,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-11,23,13,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-12,22,16,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-13,24,8,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-14,16,-4,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-15,19,-4,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-16,17,0,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-17,12,-12,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-18,2,-14,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-19,12,-16,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-20,16,-10,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-21,18,-10,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-22,29,9,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-23,30,18,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-24,42,8,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-25,11,0,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-26,9,4,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-27,6,-26,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-28,17,-25,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-29,22,8,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-30,14,0,1950,"ALMA DAM 4, WI US"
USC00470124,44.32684,-91.91933,204.2,1950-12-31,26,10,1950,"ALMA DAM 4, WI US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-01,58,41,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-02,62,39,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-03,51,8,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-04,31,-8,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-05,51,5,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-06,59,1,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-07,47,12,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-08,58,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-09,62,24,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-10,58,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-11,58,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-12,51,36,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-13,52,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-14,57,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-15,54,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-16,58,12,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-17,71,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-18,63,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-19,55,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-20,73,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-21,77,29,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-22,74,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-23,69,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-24,67,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-25,60,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-26,58,12,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-27,62,14,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-28,68,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-29,50,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-30,58,14,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-01-31,56,5,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-01,58,15,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-02,50,10,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-03,55,15,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-04,65,15,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-05,71,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-06,75,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-07,72,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-08,66,31,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-09,60,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-10,61,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-11,63,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-12,50,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-13,41,13,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-14,51,17,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-15,55,22,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-16,65,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-17,71,28,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-18,68,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-19,58,22,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-20,68,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-21,68,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-22,59,17,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-23,68,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-24,69,22,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-25,73,29,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-26,70,33,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-27,70,32,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-02-28,58,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-01,48,22,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-02,55,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-03,60,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-04,65,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-05,68,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-06,75,33,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-07,60,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-08,58,13,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-09,71,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-10,72,33,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-11,55,13,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-12,51,10,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-13,60,5,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-14,61,17,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-15,70,22,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-16,65,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-17,71,29,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-18,60,28,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-19,65,21,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-20,60,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-21,58,21,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-22,74,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-23,78,42,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-24,80,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-25,82,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-26,68,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-27,61,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-28,58,22,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-29,60,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-30,60,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-03-31,78,42,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-01,81,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-02,83,40,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-03,80,40,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-04,70,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-05,75,20,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-06,78,25,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-07,84,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-08,81,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-09,84,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-10,70,32,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-11,75,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-12,70,29,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-13,64,31,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-14,68,38,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-15,65,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-16,65,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-17,74,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-18,65,42,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-19,60,30,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-20,72,28,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-21,88,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-22,94,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-23,84,50,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-24,78,38,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-25,68,28,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-26,84,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-27,74,37,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-28,85,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-29,64,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-04-30,68,27,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-01,74,39,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-02,82,42,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-03,91,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-04,90,46,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-05,74,35,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-06,80,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-07,81,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-08,81,48,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-09,74,50,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-10,68,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-11,68,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-12,68,48,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-13,68,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-14,78,43,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-15,85,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-16,88,40,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-17,94,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-18,84,42,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-19,79,39,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-20,85,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-21,83,42,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-22,92,49,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-23,95,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-24,90,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-25,78,45,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-26,60,39,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-27,68,41,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-28,84,50,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-29,81,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-30,90,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-05-31,85,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-01,79,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-02,81,51,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-03,77,48,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-04,63,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-05,82,46,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-06,91,47,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-07,93,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-08,90,51,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-09,91,50,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-10,95,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-11,91,57,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-12,93,59,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-13,98,60,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-14,100,65,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-15,98,62,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-16,97,63,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-17,94,64,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-18,97,64,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-19,89,60,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-20,89,54,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-21,90,55,1950,"AMISTAD 5 SSW, NM US"
USC00290377,35.8741,-103.1819,1354.8,1950-06-22,85,60,1950,"AMISTAD 5 SSW, NM US"
