,GEOID,county state,name,state,individual income,POPULATION SIZE,white,african american,age,age under 5,age 85 plus,age 18 plus,age 65 plus,travel time,household size,family size,one unit structure,two unit structure,mobile and other,individual income 25 plus,hs grad,college grad,total households,spanish speaking,indo european language,api language,non euro api,limited english,poverty,poverty 18,poverty 65,household income mean,per capita income,household income median,veterans,unemployment 20 64,uninsured,uninsured 6,uninsured 19,uninsured 65,computers,smartphones,broadband
355,12067,"Lafayette County, Florida",Lafayette County, Florida,25378,8035,76.8,17.7,41.8,4,2.2,81.9,20.1,28.9,2.54,3.16,4.5,42,81.4,35625,80,7.9,2619,7.2,0.1,0,0,2.1,NA,NA,NA,65808,22165,60692,7.3,7.5,11,7.7,7.6,3.7,63.7,85.1,85.5
356,12069,"Lake County, Florida",Lake County, Florida,35401,398696,70.6,10.1,46.7,4.7,3.1,80.9,26.6,29.9,2.47,2.97,12.8,15.1,76.6,44904,90.9,26.8,159474,12.6,3.2,1.2,0.3,2.6,9.5,12.8,7.8,90299,36956,69956,10.4,4.8,10.1,5.1,7.2,0.2,76.4,89.6,91.3
357,12071,"Lee County, Florida",Lee County, Florida,36923,792692,70.5,8,49.3,4.5,3.3,82.8,28.9,NA,2.44,2.97,24.3,7.9,74,43947,90.4,30.8,319588,16.6,4.9,1.1,0.4,5.1,11.7,17.1,9.5,102290,43365,73099,8,4,12.5,8.1,9.7,0.6,81.3,91.2,91.3
358,12073,"Leon County, Florida",Leon County, Florida,35481,295335,56.5,30.7,31.9,4.9,1.5,81.4,14.4,NA,2.29,2.98,33.9,6.8,51.9,47718,93.7,48.6,120673,7.1,3.7,2.6,0.8,1.5,18.5,17.6,9.7,93105,38777,65074,5.7,4.7,7.7,4.1,4.4,0.7,84.2,93.1,90.7
359,12075,"Levy County, Florida",Levy County, Florida,28245,44276,82.2,8.4,47.1,4.9,2.1,80.4,25,NA,2.44,2.95,4.9,44.2,79.8,37002,87.8,16.2,17976,6.2,0.8,1.1,0.1,2.3,17.2,25,11.6,71892,30739,53805,11.3,3.5,14.9,7.7,8.4,2.7,67.7,82.8,77.3
360,12077,"Liberty County, Florida",Liberty County, Florida,29002,7650,77.3,13.1,39.1,3.7,1.4,80.8,13.8,NA,2.41,3,0.4,40.8,79.5,34717,79,15.8,2554,2.7,0.6,0.2,0.4,0.3,NA,NA,NA,65763,25693,53824,6.3,7.3,8.6,0,4.5,1.6,71.9,87.4,79.3
361,12079,"Madison County, Florida",Madison County, Florida,27071,18113,56.1,36.5,44.9,4.8,2.3,82.2,22.6,30.3,2.33,3.11,7.7,31.7,72,36487,80.6,12.5,6980,3,0.9,0,0.3,0.4,NA,NA,NA,60900,23670,48176,9.6,2.1,12.1,5.8,6.7,0.5,57.2,69.4,73
362,12081,"Manatee County, Florida",Manatee County, Florida,38114,416020,74.6,7.9,49.4,4.4,3.3,82.3,28.2,NA,2.44,2.97,21.1,11.4,74.7,45834,91,34.3,168504,11.9,5,1.6,0.5,2.7,10.4,15.4,8.3,107117,44867,75792,9.2,4.8,11.7,8.9,9,0.8,83.2,89.8,90.8
363,12083,"Marion County, Florida",Marion County, Florida,31694,387697,71.7,12.6,48.2,4.7,3.3,81.2,28.7,26.3,2.37,2.89,10.7,17.3,76.7,38749,89.6,22.4,159796,11.8,2.4,1.1,0.3,2.6,14.6,22.3,9.8,77453,32513,58535,11.1,5.2,12.2,6.2,8.6,0.5,78.4,86.7,90.3
364,12085,"Martin County, Florida",Martin County, Florida,39276,160464,80.9,5,53.2,4,4.2,83.7,31.8,NA,2.31,2.88,24.5,8.5,80.1,45483,92.7,36.6,67820,10.4,3.9,0.9,0.4,1.8,11.4,18.8,8.1,120690,52532,80701,9.1,4.4,10.2,7.7,6.8,0.7,83.9,89.7,91
365,12086,"Miami-Dade County, Florida",Miami-Dade County, Florida,32562,2685296,36.9,15.4,40.8,5.5,2.4,79.9,16.8,31,2.74,3.28,46.1,1.5,52.2,41503,83.1,33.2,964805,69.1,7.7,1.1,0.9,24.2,14.9,18.5,20.9,102498,37858,68694,2.1,4.2,14.3,4.8,7,2.3,78.9,92.7,87
366,12087,"Monroe County, Florida",Monroe County, Florida,42753,81840,72.6,7.4,48.9,4.3,2.1,84.4,24.3,19,2.32,2.83,25.7,9.5,63.4,46252,93.3,37.8,34630,16.6,5.4,0.6,0.3,5,10.4,9.2,10.7,130952,57683,82430,8.7,3.3,14.9,5.9,8.7,1.6,81.7,92.2,88
367,12089,"Nassau County, Florida",Nassau County, Florida,42575,94653,85.9,5.5,46.3,4.7,1.7,80.4,23.3,NA,2.46,2.85,9,18.2,83,49802,92.3,34.5,38112,4,1.9,1.2,0.6,0.7,9.2,14.5,5.7,114157,46463,88900,11.6,3.8,7.5,2.6,4,0.1,85.3,93.5,94.4
368,12091,"Okaloosa County, Florida",Okaloosa County, Florida,39987,214281,72.9,9.4,37.3,6.3,1.6,77.4,16.4,NA,2.49,3.02,18.3,4.7,67.8,47366,93.4,34.2,84123,8.2,3.9,3.2,0.3,2.7,9.3,13.7,7.8,105647,42261,79097,20.6,3,11.4,8.5,7.7,0.5,84.1,91.7,92
369,12093,"Okeechobee County, Florida",Okeechobee County, Florida,28577,40249,72.6,8.1,40.7,5.8,2,78.6,20.1,26,2.47,3.04,7.3,36.7,74.6,37098,80,16.1,15187,20.3,2.4,0.7,0.2,4.1,19,30,11.3,72468,27836,52288,9,5.2,17.3,10.3,11.3,0.7,69.2,86.3,83
370,12095,"Orange County, Florida",Orange County, Florida,36450,1440471,46.6,20.3,36.4,5.7,1.4,78.4,12.8,28.4,2.76,3.31,32,3.3,57.4,45223,90,38.4,508907,28.6,8.9,3.4,1.3,8.1,13,16.8,12.1,108171,39640,77011,5.4,5.1,12.3,5.2,6.6,2.6,83.9,94.5,93
371,12097,"Osceola County, Florida",Osceola County, Florida,32308,406943,43.4,11,37,6,1.4,76,13.4,35.4,3.08,3.59,21.6,7.3,66.2,38768,88.6,28.3,131365,49.5,5.5,1.9,1.1,12.2,12.5,15.6,14,88551,31000,68711,6,5,10.9,3.8,5.5,1.7,83.4,93.4,91.8
372,12099,"Palm Beach County, Florida",Palm Beach County, Florida,39535,1507453,57.4,18.5,45.4,4.9,3.9,81.1,24.6,26.4,2.48,3.1,36,2.6,69.9,47412,89.1,39.6,597053,19.3,11.1,1.7,1.4,7.1,11.1,15.4,10.2,124934,50998,81115,5.4,5.1,13.2,7.3,9.8,1.1,82.3,91.4,90.1
373,12101,"Pasco County, Florida",Pasco County, Florida,35547,588758,75.1,6.1,43.7,4.9,2.4,79.7,22,NA,2.53,3.12,12.1,14.5,75.5,47967,91.2,28,229860,13,4.9,1.8,1.1,2.8,11.1,14.7,10.7,92716,37757,67384,10,4.4,10.7,5,6.3,0.9,82.6,89,89.8
374,12103,"Pinellas County, Florida",Pinellas County, Florida,38779,960565,75.1,9.7,48.9,4,3.5,84.3,25.9,25.3,2.22,2.91,32.8,7.5,69.4,48099,92.6,35.8,423242,7.9,5.9,2.3,0.8,3.1,11.4,13.9,11.7,101629,46580,70293,8.7,4.3,10.7,5.3,6.5,0.7,82.2,89.1,89.4
375,12105,"Polk County, Florida",Polk County, Florida,32948,760961,59.8,14.8,39.6,5.6,2.2,77.9,19.7,30.2,2.69,3.21,14.4,18.1,70,41140,87.5,22.6,276643,22.2,3.4,1.3,0.5,5.3,14.7,21.8,11.7,84031,31927,63644,7.7,4.1,13,4.5,7,0.7,77.1,89.5,88.2
376,12107,"Putnam County, Florida",Putnam County, Florida,27186,74235,73,15.3,45,5.5,2.1,78.6,23.5,NA,2.38,2.96,7.7,41.3,72.6,35402,82.2,14.1,30650,6.9,0.9,0.7,0,2,23.9,33.7,13.3,64848,26908,47256,10.3,7.1,15.1,4.9,5.5,0.1,63.9,82.8,84.1
377,12109,"St. Johns County, Florida",St. Johns County, Florida,48708,292243,81.2,5.2,44,4.6,2,78.3,20.9,NA,2.66,3.06,12.6,5.3,82.1,60468,95.1,48.6,108827,6.2,4.8,1.9,0.4,1.1,6.7,7.4,5.6,143324,54822,106169,9.9,3.7,6.4,4.8,5.3,0.5,87.9,92.2,94.2
378,12111,"St. Lucie County, Florida",St. Lucie County, Florida,34575,346237,59.8,21,45.3,5,2.4,80.3,24.5,NA,2.6,3.12,15.9,5.3,77.7,42122,88.6,25.4,131640,17.1,7.8,1.3,1,4.3,11.6,17,9.6,88516,35125,69027,9.3,5.3,12.1,4.7,7.7,0.5,82,89.5,91.3
379,12113,"Santa Rosa County, Florida",Santa Rosa County, Florida,40858,193719,81.3,5.5,40,5.4,1.6,78,16.5,30.2,2.65,3.11,8.1,7.8,80,48597,92.6,31,71250,4.3,2.2,2.1,0.5,0.7,8.4,9.8,7.4,110352,41388,88968,16.4,3.9,10.4,5.8,5.6,0.1,85.3,91.4,92.9
380,12115,"Sarasota County, Florida",Sarasota County, Florida,41041,449011,84,4.1,57.3,3.3,5.2,86,37.3,24.5,2.15,2.63,21.1,6.8,76.3,46465,94.4,39.7,205503,6.8,6.8,1.3,0.6,2.5,8.2,11.5,6.9,120022,55430,80633,9.5,3.3,10,9.4,11.8,0.6,84.4,88.8,91.7
381,12117,"Seminole County, Florida",Seminole County, Florida,41689,474912,62.7,11.9,39.8,5,1.9,79.3,16.3,27.2,2.54,3.07,26.6,2.2,65.8,51271,93.9,42.4,185396,18.1,5.4,2.7,1.1,3.3,9.2,10.1,8,111625,44349,83030,6.9,3.8,9.6,4.8,5.3,0.9,84.4,94.1,93.9
382,12119,"Sumter County, Florida",Sumter County, Florida,37736,137536,86.3,6.8,68.4,1.8,5,92.9,57.8,NA,1.93,2.3,4,11.9,88.1,36132,93.2,35.1,66941,3.2,1.9,1.1,0,0.4,9.1,30.3,4.4,93594,46555,73297,14.2,5.8,5.2,1,7.3,0.3,80.7,87.5,90.6
383,12121,"Suwannee County, Florida",Suwannee County, Florida,27661,44484,77,10,42.5,4.7,2.6,78.9,21.1,NA,2.74,3.19,4.7,48.8,74.5,37233,84.5,16.4,15567,8.6,1,0.5,0,0.7,14.2,18,11.7,70930,26484,55479,9.2,4.4,11.9,11.1,6.1,0.4,70.4,79.4,85.1
384,12123,"Taylor County, Florida",Taylor County, Florida,30138,21422,73.3,20.1,43.8,4.3,4,79.9,20.9,NA,2.46,3.02,4.5,36.8,72.6,40538,86.2,15.1,7571,1.5,1.5,0.1,1,0,NA,NA,NA,74020,26808,44985,10.1,4.8,9.5,0,2.2,1.1,65.3,77,81.3
385,12125,"Union County, Florida",Union County, Florida,30904,15551,73.2,16.2,40.1,5.5,0.8,78.8,17.2,35.6,2.58,3.03,3.9,46.5,73.6,41414,78.3,10,4192,3,0,0.2,0,0,NA,NA,NA,83228,22599,64922,10.6,3.6,9.6,1.2,2.3,0.3,69.7,92,89.7
386,12127,"Volusia County, Florida",Volusia County, Florida,35427,568229,72.6,10.7,46.6,4.5,2.8,82.5,25.1,NA,2.33,2.86,18.9,8,72.8,43043,91.9,27.2,237396,12.2,3.6,1.5,0.9,1.5,12.2,17.3,9.7,87233,37171,66581,10.1,3.7,11,6.3,7.9,0.4,80.6,89.6,89.8
387,12129,"Wakulla County, Florida",Wakulla County, Florida,38025,34608,78,13.9,42.5,5,1,79.6,16.6,33,2.6,3.13,3,27.9,83.8,46763,87.5,21.3,12187,1,3.7,1.5,0,0.5,NA,NA,NA,92491,32920,74183,9.8,2.1,6.6,2.2,4.3,0.6,75.6,90.3,89.5
388,12131,"Walton County, Florida",Walton County, Florida,40290,79846,84.2,3.8,43.8,5.7,1.8,79.2,19.8,NA,2.39,2.84,11.5,17.9,77.2,47425,91.4,34.2,32659,6.9,3.1,1,0.2,2.2,11.4,18.3,8.2,120486,49119,79281,10.5,4.8,14.1,16.6,14.6,0.4,80.3,91.9,90.4
389,12133,"Washington County, Florida",Washington County, Florida,30795,25259,78,13.6,41.6,5,2.2,79.9,18.3,33.9,2.44,2.9,4.2,33.2,79.8,36575,83.1,12.5,9282,2.5,1.5,1.7,0.1,0.5,NA,NA,NA,67695,26233,52723,8.8,3.8,14.4,13.4,10.7,0.9,68.1,88.3,84
390,13001,"Appling County, Georgia",Appling County, Georgia,28618,18426,69.8,17.7,39.9,6.3,1.6,75.4,18,NA,2.55,3.07,7.7,35.2,71.8,36563,81,9.9,7037,7.6,1.1,0.6,0.1,0.8,NA,NA,NA,60995,25218,43728,4.4,3.3,16.4,2.8,5,2.4,50.1,86.4,72.2
391,13003,"Atkinson County, Georgia",Atkinson County, Georgia,29508,8261,64.1,15.2,36.2,6.6,0.9,74.6,13.6,25.9,2.58,2.97,6.4,49.1,64.6,33505,71.6,9.8,3189,23.2,0,0,0,7,NA,NA,NA,58228,23886,38438,4.5,3.1,22.4,3,5.9,2.5,58.1,84.3,78.7
392,13005,"Bacon County, Georgia",Bacon County, Georgia,31033,11129,73.9,15,39,4.6,1.4,74.6,16.8,24.8,2.65,3.3,2.6,30.4,73.9,40090,84.6,11,4013,9.3,0.9,0.2,0.5,1,NA,NA,NA,67308,25969,50310,6.7,3.3,14.5,3.6,1.8,2.1,64.2,83.1,81.7
393,13007,"Baker County, Georgia",Baker County, Georgia,27522,2830,49,40.7,48.1,2.4,1,81.6,26.1,NA,2.5,3.17,3.9,25.1,72.7,35483,90.5,16.9,1114,3,0,1,0,0,NA,NA,NA,61584,25017,44405,5.8,10.2,16.9,0,1.2,1.8,36.1,72.5,57.9
394,13009,"Baldwin County, Georgia",Baldwin County, Georgia,31371,43669,52.5,41.8,36.4,4.6,1.5,81.1,16.7,26.1,2.38,2.99,16.8,20.9,64.2,44079,85.2,24.1,16075,1.9,0.3,1.1,0.3,0.3,22,22,13.5,85755,32573,55413,4.9,4,11.8,5.4,6.2,0,72.7,88.1,86.9
395,13011,"Banks County, Georgia",Banks County, Georgia,34487,18757,87,1.7,42.4,5.1,1.2,78.6,17.1,NA,2.76,3.26,1.6,24.5,76.7,48287,82.3,17.3,6787,5.7,2.9,1,0,2.3,NA,NA,NA,82882,32088,68830,6.4,2.4,11.8,8.1,5.5,0,65.8,82.2,84.5
396,13013,"Barrow County, Georgia",Barrow County, Georgia,38494,86982,69.3,13.2,36.4,6.4,1,74.6,12.8,NA,2.91,3.35,6.9,6.1,79.5,46621,87.6,21,29770,11.2,2.5,2.9,0.5,2.3,10.2,12.3,6.5,90487,31914,77477,6.2,3,15.4,8.8,7.9,2.7,82.4,91.8,92.7
397,13015,"Bartow County, Georgia",Bartow County, Georgia,39756,111153,78.2,11,38,6.1,1.2,76.4,14.5,NA,2.78,3.26,9.1,9.5,73.9,48831,88.6,22.9,39664,7.5,1.6,0.4,0.3,2.6,10.1,12,11.3,94388,33951,79431,7.2,3.9,14.6,8.8,8.7,2.9,79.2,91.3,84.6
398,13017,"Ben Hill County, Georgia",Ben Hill County, Georgia,28234,17138,57.3,37.7,38.5,5.9,1.2,75.3,17.8,NA,2.35,2.9,15.6,23.1,59.8,36692,84.3,12.1,7162,5.2,0.9,0.2,0,1,NA,NA,NA,56280,23099,39081,6.4,5.4,18.7,4.3,7.8,0,58.6,85.1,72.4
399,13019,"Berrien County, Georgia",Berrien County, Georgia,29686,18257,81.3,10.6,39.8,6.2,1.5,76.2,17.8,NA,2.63,3.14,5.1,33.9,69,38416,82.8,12.8,6881,5.7,0.1,0.9,0,0.7,NA,NA,NA,67230,26263,50414,7.2,4.7,18.8,4.4,6.7,2.3,67.7,85.8,80.4
400,13021,"Bibb County, Georgia",Bibb County, Georgia,30779,156543,36,54.5,36.6,6.5,2,75.5,16.2,22.2,2.52,3.29,26.8,2.7,51.5,40441,87.4,26,59681,3.1,1.4,1.4,0.5,1.2,24.8,38.8,14,77463,31306,50747,7.3,7,13.6,3.9,5.6,0.9,71.9,87,85.3
401,13023,"Bleckley County, Georgia",Bleckley County, Georgia,29178,12414,68.9,26,37.4,4.2,1.8,80,17.7,NA,2.61,3.04,9.7,21.4,73.3,42226,87.9,18.3,4283,2.6,0.2,0.6,0,0.3,NA,NA,NA,76532,29677,53005,8.1,7.5,10.4,0,1.4,0.9,72.5,84.8,71.8
402,13025,"Brantley County, Georgia",Brantley County, Georgia,26846,18171,92.4,2.9,40.9,5.1,1.8,77.6,17,NA,2.65,3.43,1.2,53.6,77.3,41492,81.2,10.9,6828,1.4,0,1.7,0.1,0.3,NA,NA,NA,62571,25293,47801,7,2.5,16.7,1.7,2.9,0,59.5,86.8,75.6
403,13027,"Brooks County, Georgia",Brooks County, Georgia,26306,16285,57.4,34.7,43,5.9,2.2,78.8,20.8,25.5,2.66,3.57,6.5,33.4,70.4,36554,83,13.6,5994,2,0.1,0.3,0,0,NA,NA,NA,67055,27303,47656,7.8,5.6,15.7,10.5,5.1,3.1,58,80.1,70.6
404,13029,"Bryan County, Georgia",Bryan County, Georgia,48904,46681,72.3,14,34.7,7.2,0.8,70.7,10.7,NA,2.94,3.31,9,10.5,75.6,57216,92.8,34.6,15821,6,3.3,0.8,1.5,1.2,NA,NA,NA,124970,42576,94234,12.8,5.6,8.6,4.5,5.7,0,84.1,94,91.8
405,13031,"Bulloch County, Georgia",Bulloch County, Georgia,29201,81372,62.8,28.3,30.2,5.6,1.1,79.8,12.1,24.4,2.48,3.05,27.1,14.9,53.3,42499,89.6,30.8,30276,4.8,1.4,1.7,0.2,1,22.5,23.9,10.1,79142,30450,56832,5.8,7.6,11.9,3.3,3.7,1.6,80.8,92.2,86.1
406,13033,"Burke County, Georgia",Burke County, Georgia,28502,24427,50.1,45.3,38.4,5.9,0.9,75.2,17,NA,2.66,3.42,10.1,32.3,72.7,41493,84.1,14.3,9097,4.3,1.4,0.3,0,1,NA,NA,NA,81112,31580,50739,8.5,5.6,11.4,0.7,2.3,0,64.2,86.1,82.8
407,13035,"Butts County, Georgia",Butts County, Georgia,31408,26074,65.5,27.6,38.5,4.5,1.5,79.5,15.5,NA,2.69,3.11,12.8,4.8,71.1,41648,83.8,13.9,8751,3.4,0.6,0,0,0.1,NA,NA,NA,77092,27924,59221,6.5,5.2,11.9,10.9,9.6,0.2,72.4,90.8,85.8
408,13037,"Calhoun County, Georgia",Calhoun County, Georgia,23984,5528,34,59.6,39.7,4.1,2,84.3,16.8,NA,2.53,3.11,14,24.9,62.9,33482,77.1,12.1,1508,1.5,0.8,0.2,0.6,0,NA,NA,NA,69405,19913,55714,6.2,7.7,11.6,1.1,1.1,0.4,56.9,79.6,76.9
409,13039,"Camden County, Georgia",Camden County, Georgia,38474,56036,70.7,18.2,34.6,6.7,1.3,75.9,14.7,26.6,2.58,2.98,17.8,9.2,63.8,48164,92.5,22.4,21024,4.4,1.1,2,0.4,0,15,22.4,10.4,85169,34401,72399,16.6,4,8.8,4.1,3.6,0.2,82.2,93.5,89.6
410,13043,"Candler County, Georgia",Candler County, Georgia,26405,10972,60.7,22.6,41,6.1,2.3,74.9,18.3,NA,2.55,3.29,5.4,36.2,62.5,36146,79.1,13.6,4183,9.4,0.6,0.8,0,5.5,NA,NA,NA,67496,25898,50431,7.8,4.5,17.3,0,4.4,0.9,60.6,82.5,80.8
411,13045,"Carroll County, Georgia",Carroll County, Georgia,32954,122187,69.8,20.5,35.3,6.3,1.4,76.2,14,29.7,2.73,3.17,13.9,10.6,69.3,45112,84.7,22.4,43598,6.6,1.4,0.5,0.4,2.2,15.6,20.8,10.2,87579,32201,72327,6.3,5.4,12.6,1.4,3.8,0.7,76.6,89,88.4
412,13047,"Catoosa County, Georgia",Catoosa County, Georgia,34936,68356,89.1,2.3,40.8,5.1,2,77.6,18.2,NA,2.59,3.09,13.7,8.9,75.1,45029,89.8,24.5,26139,2.6,1.3,1.1,0.5,0.9,8.7,12.7,8.1,90614,35382,72425,7.8,3.8,10.4,4.1,6.5,0.2,74.7,89.3,88.3
413,13049,"Charlton County, Georgia",Charlton County, Georgia,24879,12711,56.9,25,38,3.7,0.9,80.3,14.7,NA,2.94,3.71,4.5,37.4,78.1,34151,85.3,11.4,4086,5.9,0,0,0,3.5,NA,NA,NA,67272,24015,48534,8.4,7.7,17.5,4.4,2.1,0,60,84.3,81.9
414,13051,"Chatham County, Georgia",Chatham County, Georgia,35961,298143,47.7,39.4,37.1,5.9,1.7,79.1,16.4,NA,2.41,3.05,28.6,3.1,56.3,43047,91.2,36.8,119241,6.6,3.2,2.4,0.6,1.8,14.3,21,9.8,95384,38920,69575,9.2,5.3,13.1,4.8,7.2,1.4,80.2,92.5,91.5
415,13053,"Chattahoochee County, Georgia",Chattahoochee County, Georgia,30163,9181,59.1,18.5,23.9,7.4,0,80.8,3.3,9.8,2.52,2.95,19.5,19.2,36,36945,97.1,27.6,1897,11,0.5,2.7,3.8,3,NA,NA,NA,69011,26920,59221,19.2,8.4,5,0.1,0.1,0,72.3,91.2,84.2
416,13055,"Chattooga County, Georgia",Chattooga County, Georgia,25422,24975,82.1,9.5,41.1,5.6,2.3,78.5,18.3,27.4,2.56,3.19,10.1,17.4,67.4,36194,74.2,10.7,9142,4.3,0.2,0,0.2,0.7,NA,NA,NA,59859,23391,47785,8,4.8,12.1,0.2,2.7,0,60.8,82.8,82.8
417,13057,"Cherokee County, Georgia",Cherokee County, Georgia,46369,274539,78.2,7.2,40,5.5,1.3,76.7,15.4,NA,2.75,3.16,11.1,3,77.4,58318,92.1,39.5,99132,8.1,3.4,1.3,1.2,2.7,6.5,7.8,5.8,128400,47337,105442,7.5,3.1,10.8,5,6.9,1.1,89.5,94.2,94.9
418,13059,"Clarke County, Georgia",Clarke County, Georgia,28719,129267,57.7,26.3,29.4,4.8,1.1,83,12.1,20.8,2.19,2.87,40,4.1,41.2,41423,90,48.7,54161,8.7,3.1,2.8,0.9,2.9,25.9,23.6,11.4,76893,31915,52267,4.1,4.5,11.1,7.7,7.9,1,84.3,91.9,91.5
419,13061,"Clay County, Georgia",Clay County, Georgia,26845,2853,39.8,59.5,46.1,4.2,3.1,80.3,31.3,NA,2.37,3.14,7.6,35.5,76.9,36960,85.4,22.6,1179,5.7,0,0,0,0,NA,NA,NA,63155,29009,48715,6.8,0.8,6.9,0,1.9,0.8,50,83.6,75.6
420,13063,"Clayton County, Georgia",Clayton County, Georgia,32774,298771,11.5,69.8,33.3,7,0.7,72.7,10.3,32.6,2.79,3.47,26.7,2.4,53.2,38782,84.8,21.3,105626,11,2.1,4,2.5,4.3,16.8,25.1,13,74004,26826,58507,7.4,6.5,17.7,8.5,10.5,1.8,78.6,90.1,90
421,13065,"Clinch County, Georgia",Clinch County, Georgia,26838,6722,65.3,25.6,38.8,6.5,1.3,75,16.7,NA,2.51,3.07,11.3,21.5,70.1,35302,81.2,13,2470,1.7,0,0.1,1.7,1,NA,NA,NA,67216,24906,55549,4.1,3.7,22.5,29.9,19.7,2.3,58.2,82.3,72
422,13067,"Cobb County, Georgia",Cobb County, Georgia,47495,769152,50.5,27,37.4,5.7,1.3,77.1,13.2,29.5,2.59,3.16,23.5,1,67,59275,92.8,50.4,293410,10.8,6,3.1,2.2,3.3,8.5,11.1,7.7,131991,50975,98712,6.5,4.3,12.2,5.1,7.7,0.9,89.5,95.5,95.9
423,13069,"Coffee County, Georgia",Coffee County, Georgia,28402,43161,60.7,28.1,36.6,6.8,0.9,75.4,14.6,NA,2.59,3.16,8,32.3,63.1,36027,79.6,13.5,15318,10,1.3,0.3,0,3.8,19.8,25.8,18,63068,23567,50175,5.8,4.3,18.5,3.4,10,0.2,62.9,89.2,82.7
424,13071,"Colquitt County, Georgia",Colquitt County, Georgia,29648,45907,57.3,22.8,37.2,6.6,1.5,74.2,15.4,21.8,2.67,3.2,13,25.5,63.4,38243,79.7,15.7,16807,12.7,0.7,0.5,0.5,3.3,23.9,38.5,17,71702,27073,49691,6.2,3.6,20.8,16.7,13.4,2,62.5,85.5,81.1
425,13073,"Columbia County, Georgia",Columbia County, Georgia,44716,159638,67.6,18,37.5,6,1.4,74.9,14.7,25.8,3.05,3.56,7.8,4.6,78.5,58056,93.1,37.8,52083,7.3,4.2,2.9,0.6,1.3,6.8,9,7.3,118347,42457,96122,14.6,4,8.9,4.8,4.3,0.3,86.1,93.2,90.7
426,13075,"Cook County, Georgia",Cook County, Georgia,25452,17363,65.3,27.9,37.5,6.7,1.6,74.7,16.1,NA,2.7,3.25,6.7,28.9,64.1,41760,83.3,16.7,6323,3.5,0.5,1.7,0,0.4,NA,NA,NA,68892,25003,50133,6.5,4.2,17.7,13.8,7.7,0,64.4,84.3,76.2
427,13077,"Coweta County, Georgia",Coweta County, Georgia,43905,150071,71.4,18.5,39,5.6,1.2,76.6,14.7,NA,2.7,3.14,11,2.9,77.6,55728,91.9,34.7,55290,7.4,2,1.4,0.2,1.8,8.2,9.8,6.5,116087,43281,94142,8.9,2.5,8.3,2,4,0.4,85.2,92.2,91.9
428,13079,"Crawford County, Georgia",Crawford County, Georgia,34208,12183,73.4,21.5,46,4.9,1.6,79.2,19.9,33.3,2.74,3.32,5.5,39.4,84.5,41893,83.6,14,4390,3.3,0.5,0,0,0.5,NA,NA,NA,85248,32796,60905,9,3.9,11.8,10,3.9,1.1,67.8,82.3,76.7
429,13081,"Crisp County, Georgia",Crisp County, Georgia,25697,19995,50.9,45,40.4,6.5,2.9,76.6,19.4,NA,2.46,3.06,19.9,18.9,53.7,36012,84.2,15.5,7966,4,0.7,0.7,0,1.3,NA,NA,NA,65205,28062,42745,7.7,6.5,16.1,0.9,6.9,0.6,54.4,81.3,73.2
430,13083,"Dade County, Georgia",Dade County, Georgia,30524,16196,92.1,1.6,42.2,5.4,2.2,80.4,20.4,27.6,2.43,2.93,6.9,15.5,77.9,41225,88.4,19,6178,3.9,1,0.5,0.2,0.2,NA,NA,NA,83822,32865,58936,6.5,3.6,10.3,1,9.4,0.9,70,83.2,84.6
431,13085,"Dawson County, Georgia",Dawson County, Georgia,42610,28704,88.9,1.6,43.9,5.4,1.3,80,19.5,NA,2.64,3.03,11.7,7.2,78.4,54773,89.3,35.8,10844,5.2,1.2,0.7,0,0.4,NA,NA,NA,111715,43291,88986,6.8,3.6,13.1,2.8,5.6,1.4,84.4,92.2,91.8
432,13087,"Decatur County, Georgia",Decatur County, Georgia,29043,29118,50,42,38.7,6.7,2.5,75.7,16.8,NA,2.67,3.41,10.7,19.9,61.8,40404,83.1,14.6,10474,4.1,1,0.5,0,1,24.8,43.1,11.5,67257,26544,50485,5.8,6.5,15,4.5,2.5,0,57.1,80.7,72.1
433,13089,"DeKalb County, Georgia",DeKalb County, Georgia,41398,762105,30.1,51.5,36.3,6.6,1.3,77,13.3,30.8,2.64,3.53,32.3,0.6,58.5,51082,90.8,46.7,284681,7.7,5,3.5,3.8,4.4,13.5,19.9,10.1,115757,45544,77683,5.7,6.1,13,4,6.4,1.7,84.2,92,92.3
434,13091,"Dodge County, Georgia",Dodge County, Georgia,28203,19909,65.7,30.8,42.4,4.5,1.7,81,19.2,NA,2.74,3.23,11.8,27,68.4,36969,86.1,15.2,6657,1.9,0.4,0,0,0,NA,NA,NA,67688,24702,50152,5.7,2,16.1,0.9,3.7,0.1,65.1,83.9,72.1
435,13093,"Dooly County, Georgia",Dooly County, Georgia,27296,11026,41.8,47.9,45.9,4,1.6,84.1,22,NA,2.31,2.72,9.3,25.4,66.6,35651,83,13.4,3919,5.3,1.1,1.1,0.2,0.1,NA,NA,NA,77693,27078,56545,5.1,4.6,16.2,20.8,15.7,0.2,53.7,83.3,66.2
436,13095,"Dougherty County, Georgia",Dougherty County, Georgia,27739,83915,23.9,70.6,36.6,6.5,1.7,75.8,17,20.4,2.32,3.04,30.2,4.4,46.5,38951,85.4,23.2,34280,2.7,0.9,0.9,0.4,0.8,26.4,38.5,16,63592,27125,46784,9.1,9.8,14,3.1,6,0.7,66.2,85.9,80.3
